user_id,mov_id,rating,timestamp
44,240,4,878346997
186,263,3,879023571
104,287,2,888465347
1,222,4,878873388
14,174,5,890881294
112,331,4,884992603
18,202,3,880130515
87,210,5,879875734
10,285,5,877889186
181,328,3,878961227
66,1,3,883601324
4,303,5,892002352
5,1,4,875635748
130,234,5,875216932
3,245,1,889237247
99,246,3,888469392
160,160,5,876862078
28,217,3,881961671
82,343,1,884713755
109,1,4,880563619
15,222,3,879455730
152,111,5,880148782
194,160,2,879551380
92,241,3,875655961
77,91,3,884752924
177,321,2,880130481
131,221,3,883681561
197,302,3,891409070
85,282,3,879829618
181,1,3,878962392
1,253,5,874965970
18,182,4,880130640
87,177,5,879875940
177,69,1,880131088
125,134,5,879454532
25,208,4,885852337
5,363,3,875635225
199,268,5,883782509
99,274,1,885679157
59,77,4,888206254
184,277,3,889907971
38,161,5,892432062
104,300,3,888442275
121,14,5,891390014
117,15,5,880125887
85,187,5,879454235
59,54,4,888205921
13,195,3,881515296
144,153,5,888105823
100,268,3,891374982
1,113,5,878542738
76,175,4,875028853
121,117,1,891388600
85,13,3,879452866
181,240,1,878963122
184,191,4,889908716
13,121,5,882397503
43,5,4,875981421
58,214,2,884305296
62,288,2,879371909
94,218,3,891721851
35,243,2,875459046
11,38,3,891905936
37,117,4,880915674
22,258,5,878886261
70,82,4,884068075
5,98,3,875720691
60,208,5,883326028
81,280,4,876534214
13,308,3,881514726
56,184,4,892679088
116,250,4,876452606
45,109,5,881012356
65,100,3,879217558
116,255,3,876452524
184,86,5,889908694
72,28,4,880036824
94,211,5,891721142
115,8,5,881171982
176,327,3,886047176
13,396,3,882141727
129,331,2,883244737
95,1,5,879197329
151,58,4,879524849
105,268,4,889214268
34,312,4,888602742
200,291,3,891825292
45,118,4,881014550
145,22,5,875273021
71,89,5,880864462
182,69,5,876435435
102,322,3,883277645
195,328,4,884420059
109,258,5,880562908
23,381,4,874787350
112,327,1,884992535
151,372,5,879524819
64,160,4,889739288
28,79,4,881961003
18,113,5,880129628
83,82,5,887665423
87,196,5,879877681
150,129,4,878746946
161,98,4,891171357
70,210,4,884065854
51,182,3,883498790
92,176,5,875652981
184,207,4,889908903
92,180,5,875653016
43,204,4,883956122
197,300,4,891409422
90,187,4,891383561
48,309,3,879434132
66,7,3,883601355
101,222,3,877136243
144,182,3,888105743
85,83,4,886282959
178,276,3,882823978
90,245,3,891382612
59,387,3,888206562
1,227,4,876892946
170,292,5,884103732
197,55,3,891409982
25,25,5,885853415
168,274,4,884287865
103,24,4,880415847
87,9,4,879877931
49,47,5,888068715
44,95,4,878347569
92,216,3,875653867
135,39,3,879857931
13,66,3,882141485
184,161,2,889909640
177,243,1,882142141
32,290,3,883717913
165,288,2,879525673
195,300,3,890588925
130,316,4,888211794
104,293,3,888465166
142,82,4,888640356
99,50,5,885679998
3,337,1,889236983
16,56,5,877719863
62,132,5,879375022
94,346,4,891725410
13,59,4,882140425
102,161,2,888801876
83,301,2,891181430
56,172,5,892737191
65,196,5,879216637
24,367,2,875323241
92,115,3,875654125
158,241,4,880134445
32,151,3,883717850
154,289,2,879138345
85,298,4,880581629
180,68,5,877127721
184,36,3,889910195
188,218,5,875074667
73,94,1,888625754
194,205,3,879524291
177,203,4,880131026
198,7,4,884205317
108,290,4,879880076
189,197,5,893265291
73,56,4,888626041
5,102,3,875721196
26,235,2,891372429
13,150,5,882140588
104,7,3,888465972
42,176,3,881107178
92,15,3,875640189
79,100,5,891271652
1,17,3,875073198
7,81,5,891352626
59,148,3,888203175
13,354,2,888779458
82,14,4,876311280
195,154,3,888737525
92,81,3,875654929
94,58,5,891720540
117,151,4,880126373
46,307,3,883611430
91,28,4,891439243
151,317,5,879524610
64,176,4,889737567
116,271,4,886310197
62,111,3,879372670
196,251,3,881251274
57,243,3,883696547
25,258,5,885853199
95,172,4,879196847
148,140,1,877019882
185,199,4,883526268
174,80,1,886515210
99,354,2,888469332
44,208,4,878347420
42,195,5,881107949
13,331,3,881515457
176,258,4,886047026
81,169,4,876534751
62,114,4,879373568
49,7,4,888067307
9,298,5,886960055
134,313,5,891732150
58,100,5,884304553
7,228,4,891350845
160,56,5,876770222
103,127,4,880416331
11,110,3,891905324
87,2,4,879876074
49,334,4,888065744
161,162,2,891171413
59,215,5,888204430
177,209,4,880130736
29,332,4,882820869
23,172,4,874785889
7,151,4,891352749
84,12,5,883452874
94,168,5,891721378
190,302,5,891033606
112,289,5,884992690
144,106,3,888104684
199,258,4,883782403
130,206,3,875801695
103,121,3,880415766
200,24,2,884127370
5,211,4,875636631
160,117,4,876767822
6,357,4,883602422
158,72,3,880135118
58,268,5,884304288
92,24,3,875640448
137,300,5,881432524
164,117,5,889401816
150,221,4,878747017
21,103,1,874951245
1,90,4,878542300
49,38,1,888068289
36,307,4,882157227
128,228,3,879969329
151,89,5,879524491
198,100,1,884207325
197,229,3,891410039
74,272,5,888333194
127,294,4,884363803
194,4,4,879521397
177,56,5,880130618
57,28,4,883698324
159,127,5,880989744
92,219,4,875654888
5,382,5,875636587
16,155,3,877719157
178,282,3,882823978
21,98,5,874951657
151,387,5,879542353
62,258,5,879371909
77,195,5,884733695
83,338,4,883868647
108,50,4,879879739
94,347,5,891724950
101,281,2,877136842
18,387,4,880130155
21,299,1,874950931
5,376,2,879198045
184,181,4,889907426
185,269,5,883524428
147,292,5,885594040
28,95,3,881956917
181,16,1,878962996
87,211,5,879876812
97,89,5,884238939
178,209,4,882826944
109,101,1,880578186
157,250,1,886890296
181,327,3,878961780
148,114,5,877016735
94,9,5,885872684
60,222,4,883327441
106,107,4,883876961
140,268,4,879013684
67,64,5,875379211
170,299,3,886190476
44,250,5,878346709
59,286,3,888202532
174,395,1,886515154
194,234,3,879521167
57,204,4,883698272
184,155,3,889912656
68,7,3,876974096
13,14,4,884538727
187,215,3,879465805
71,134,3,885016614
198,135,5,884208061
98,47,4,880498898
53,24,3,879442538
7,106,4,891353892
12,300,4,879958639
63,20,3,875748004
40,268,4,889041430
181,221,1,878962465
104,327,2,888442202
42,185,4,881107449
148,70,5,877021271
184,71,4,889911552
174,237,4,886434047
158,190,5,880134332
101,252,3,877136628
73,357,5,888626007
83,118,3,880307071
4,361,5,892002353
130,245,1,874953526
85,277,2,879452938
116,7,2,876453915
52,95,4,882922927
145,260,4,875269871
160,187,5,876770168
141,274,5,884585220
177,299,4,880130500
82,231,2,878769815
107,271,2,891264432
26,25,3,891373727
167,364,3,892738212
99,181,5,885680138
56,196,2,892678628
43,151,4,875975613
10,289,4,877886223
62,24,4,879372633
13,320,1,882397010
54,298,4,892681300
194,237,3,879538959
194,82,2,879524216
145,393,5,875273174
125,239,5,892838375
138,211,4,879024183
42,69,4,881107375
10,340,4,880371312
125,152,1,879454892
63,50,4,875747292
7,127,5,891351728
189,203,3,893265921
6,143,2,883601053
186,281,4,879023390
6,275,4,883599102
69,300,3,882027204
5,62,4,875637575
5,231,2,875635947
104,249,3,888465675
13,289,2,882140759
184,100,5,889907652
1,64,5,875072404
142,181,5,888640317
69,174,5,882145548
195,265,4,888737346
49,17,2,888068651
7,196,5,891351432
175,96,3,877108051
44,120,4,878346977
83,139,3,880308959
43,52,4,883955224
174,160,5,886514377
94,89,3,885870284
7,44,5,891351728
158,85,4,880135118
196,67,5,881252017
99,182,4,886518810
175,71,4,877107942
56,235,1,892911348
11,190,3,891904174
162,181,4,877635798
6,294,2,883599938
62,365,2,879376096
59,70,3,888204758
5,377,1,878844615
173,286,5,877556626
100,321,1,891375112
131,100,5,883681418
22,79,4,878887765
197,294,4,891409290
115,127,5,881171760
63,222,3,875747635
178,73,5,882827985
111,313,4,891679901
56,69,4,892678893
92,289,3,875641367
13,144,4,882397146
15,127,2,879455505
181,302,2,878961511
37,55,3,880915942
16,191,5,877719454
66,249,4,883602158
97,98,4,884238728
58,109,4,884304396
189,1,5,893264174
67,147,3,875379357
7,241,4,891354053
81,3,4,876592546
151,186,4,879524222
53,174,5,879442561
123,135,5,879872868
151,15,4,879524879
59,12,5,888204260
3,343,3,889237122
4,357,4,892003525
59,170,4,888204430
147,305,4,885593997
92,106,3,875640609
104,269,5,888441878
97,50,5,884239471
150,121,2,878747322
23,170,4,874785348
13,97,4,882399357
165,325,4,879525672
28,98,5,881961531
28,173,3,881956220
151,210,4,879524419
77,238,5,884733965
200,241,4,884129782
193,332,3,889123257
38,139,2,892432786
113,326,5,875935609
44,123,4,878346532
18,154,4,880131358
7,28,5,891352341
115,92,4,881172049
62,138,1,879376709
13,338,1,882140740
41,28,4,890687353
117,50,5,880126022
178,106,2,882824983
186,385,4,879023894
198,179,4,884209264
99,168,5,885680374
126,262,4,887854726
72,226,4,880037307
109,31,4,880577844
34,242,5,888601628
173,323,5,877556926
156,276,3,888185854
122,215,4,879270676
43,64,5,875981247
89,197,5,879459859
164,299,4,889401383
7,153,5,891352220
70,50,4,884064188
130,366,5,876251972
43,66,4,875981506
198,214,4,884208273
60,47,4,883326399
92,79,4,875653198
97,115,5,884239525
99,204,4,885679952
123,192,5,879873119
47,340,5,879439078
58,284,4,884304519
49,49,2,888068990
6,221,4,883599431
21,184,4,874951797
145,183,5,875272009
25,228,4,885852920
76,92,4,882606108
48,174,5,879434723
5,24,4,879198229
85,272,4,893110061
64,93,2,889739025
191,301,4,891561336
96,153,4,884403624
150,100,2,878746636
93,15,5,888705388
13,167,4,882141659
178,234,4,882826783
54,268,5,883963510
18,58,4,880130613
194,321,3,879520306
56,215,5,892678547
102,300,3,875886434
61,328,5,891206371
145,13,5,875270507
50,253,5,877052550
145,1,3,882181396
7,188,5,891352778
109,100,4,880563080
7,78,3,891354165
82,73,4,878769888
145,50,5,885557660
85,175,4,879828912
124,50,3,890287508
137,237,4,881432965
151,162,5,879528779
187,116,5,879464978
59,287,5,888203175
145,299,4,875269822
48,259,4,879434270
147,258,4,885594040
43,284,5,883955441
69,12,5,882145567
85,133,4,879453876
114,175,5,881259955
42,121,4,881110578
154,302,4,879138235
94,186,4,891722278
44,230,2,883613335
113,329,3,875935312
85,98,4,879453716
119,213,5,874781257
116,185,3,876453519
123,13,3,879873988
142,243,1,888640199
195,387,4,891762491
95,174,5,879196231
130,332,4,876250582
176,294,2,886047220
178,148,4,882824325
138,121,4,879023558
30,82,4,875060217
69,175,3,882145586
183,241,4,892323453
16,144,5,877721142
128,140,4,879968308
167,392,1,892738307
95,128,3,879196354
124,11,5,890287645
7,133,5,891353192
28,7,5,881961531
7,93,5,891351042
154,175,5,879138784
116,301,3,892683732
94,229,3,891722979
44,56,2,878348601
130,161,4,875802058
98,163,3,880499053
178,218,3,882827776
128,79,4,879967692
195,186,3,888737240
189,91,3,893265684
95,143,4,880571951
94,157,5,891725332
116,262,3,876751342
7,174,5,891350757
178,255,4,882824001
140,301,3,879013747
177,79,4,880130758
65,202,4,879217852
77,168,4,884752721
168,284,2,884288112
28,380,4,881961394
144,31,3,888105823
129,303,3,883244011
94,33,3,891721919
181,304,1,878961586
178,125,4,882824431
138,151,4,879023389
79,246,5,891271545
189,30,4,893266205
198,24,2,884205385
13,314,1,884538485
125,173,5,879454100
128,143,5,879967300
65,56,3,879217816
144,91,2,888106106
197,176,5,891409798
176,288,3,886046979
26,15,4,891386369
7,182,4,891350965
112,354,3,891304031
109,154,2,880578121
165,258,5,879525672
161,174,2,891170800
109,89,4,880573263
195,181,5,875771440
7,193,5,892135346
77,125,3,884733014
85,58,4,879829689
74,288,3,888333280
1,92,3,876892425
90,31,4,891384673
158,1,4,880132443
1,228,5,878543541
42,143,4,881108229
43,26,5,883954901
130,200,5,875217392
147,339,5,885594204
21,298,5,874951382
68,118,2,876974248
102,118,3,888801465
189,120,1,893264954
56,230,5,892676339
20,11,2,879669401
20,176,2,879669152
49,148,1,888068195
144,313,5,888103407
160,3,3,876770124
22,227,4,878888067
152,147,3,880149045
151,260,1,879523998
162,121,4,877636000
178,121,5,882824291
76,135,5,875028792
75,121,4,884050450
44,174,5,878347662
95,395,3,888956928
83,364,1,886534501
116,248,3,876452492
145,172,5,882181632
188,191,3,875073128
119,313,5,886176135
33,307,3,891964148
37,183,4,880930042
6,211,5,883601155
174,396,1,886515104
125,150,1,879454892
1,266,1,885345728
56,194,5,892676908
100,355,4,891375313
115,228,4,881171488
16,92,4,877721905
49,238,4,888068762
60,79,4,883326620
13,226,4,882397651
1,121,4,875071823
150,246,5,878746719
193,368,1,889127860
166,322,5,886397723
62,4,4,879374640
170,245,5,884103758
26,257,3,891371596
26,7,3,891350826
94,235,4,891722980
121,86,5,891388286
198,180,3,884207298
102,264,2,883277645
1,114,5,875072173
180,79,3,877442037
101,282,3,877135883
67,1,3,875379445
59,238,5,888204553
1,132,4,878542889
1,74,1,889751736
102,313,3,887048184
22,173,5,878886368
145,315,5,883840797
1,134,4,875073067
94,45,5,886008764
6,180,4,883601311
188,88,4,875075300
74,326,4,888333329
13,305,4,881514811
4,260,4,892004275
159,259,4,893255969
137,55,5,881433689
91,172,4,891439208
150,13,4,878746889
151,25,4,879528496
87,303,3,879875471
113,294,4,875935277
181,123,2,878963276
110,301,2,886987505
194,196,3,879524007
109,5,3,880580637
16,168,4,877721142
14,357,2,890881294
74,9,4,888333458
144,66,4,888106078
195,14,4,890985390
18,199,3,880129769
174,41,1,886515063
109,159,4,880578121
56,68,3,892910913
127,380,5,884364950
13,273,3,882397502
109,195,5,880578038
143,331,5,888407622
183,96,3,891463617
178,131,4,882827947
179,258,5,892151270
87,386,2,879877006
119,54,4,886176814
1,98,4,875072404
64,187,5,889737395
82,15,3,876311365
82,208,3,878769815
1,186,4,875073128
145,368,3,888398492
23,213,3,874785675
63,237,3,875747342
74,285,3,888333428
82,216,4,878769949
200,227,5,884129006
181,20,1,878962919
87,135,5,879875649
87,157,3,879877799
87,163,4,879877083
96,91,5,884403250
168,255,1,884287560
93,222,4,888705295
2,314,1,888980085
38,216,5,892430486
24,153,4,875323368
1,221,5,887431921
43,114,5,883954950
158,271,4,880132232
32,249,4,883717645
92,386,3,875907727
69,258,4,882027204
58,272,5,884647314
86,258,5,879570366
42,48,5,881107821
125,97,3,879454385
145,250,5,882182944
108,13,3,879879834
144,62,2,888105902
148,172,5,877016513
188,159,3,875074589
197,288,3,891409387
44,88,2,878348885
11,230,4,891905783
6,297,3,883599134
190,147,4,891033863
85,269,3,891289966
185,127,5,883525183
44,257,4,878346689
150,1,4,878746441
60,179,4,883326566
75,147,3,884050134
5,394,2,879198031
152,272,5,890322298
64,333,3,879365313
59,121,4,888203313
135,233,3,879857843
7,22,5,891351121
133,258,5,890588639
110,245,3,886987540
5,384,3,875636389
139,268,4,879537876
112,322,4,884992690
85,53,3,882995643
111,340,4,891679692
95,176,3,879196298
136,276,5,882693489
84,322,3,883449567
144,64,5,888105140
56,29,3,892910913
200,72,4,884129542
130,56,5,875216283
140,319,4,879013617
49,102,2,888067164
194,213,2,879523575
177,89,5,880131088
7,268,3,891350703
42,102,5,881108873
180,67,1,877127591
136,298,4,882693569
23,183,3,874785728
65,97,5,879216605
92,134,4,875656623
102,391,2,888802767
152,25,3,880149045
145,278,4,875272871
90,237,4,891385215
128,283,5,879966729
62,28,3,879375169
159,249,4,884027269
74,237,4,888333428
64,77,3,889737420
15,20,3,879455541
43,328,4,875975061
83,254,2,880327839
14,22,3,890881521
62,157,3,879374686
59,13,5,888203415
73,12,5,888624976
28,234,4,881956144
6,95,2,883602133
90,354,3,891382240
22,399,4,878887157
87,70,5,879876448
157,283,4,886890692
145,339,3,882181058
10,321,4,879163494
48,308,5,879434292
1,84,4,875072923
22,186,5,878886368
72,129,4,880035588
83,216,4,880307846
101,369,2,877136928
26,286,3,891347400
57,250,3,883697223
163,288,3,891220226
1,31,3,875072144
104,324,1,888442404
22,96,5,878887680
85,97,2,879829667
43,286,4,875975028
181,7,4,878963037
94,180,5,885870284
3,323,2,889237269
16,70,4,877720118
200,265,5,884128372
155,321,4,879370963
106,213,4,881453065
58,45,5,884305295
151,191,3,879524326
191,288,3,891562090
150,325,1,878747322
176,297,3,886047918
158,38,4,880134607
181,124,1,878962550
145,182,5,885622510
44,11,3,878347915
109,218,4,880578633
49,10,3,888066086
87,233,4,879876036
7,300,4,891350703
17,151,4,885272751
59,47,5,888205574
190,340,1,891033153
14,111,3,876965165
195,100,5,875771440
42,210,5,881108633
197,231,3,891410124
181,369,3,878963418
130,172,5,875801530
177,124,3,880130881
1,70,3,875072895
13,178,4,882139829
76,276,5,875027601
3,331,4,889237455
30,181,4,875060217
8,182,5,879362183
123,275,4,879873726
7,162,5,891353444
119,269,3,892564213
56,63,3,892910268
92,175,4,875653549
18,196,3,880131297
158,79,4,880134332
87,67,4,879877007
90,11,4,891384113
1,60,5,875072370
119,154,5,874782022
83,186,4,880308601
168,235,2,884288270
1,177,5,876892701
59,10,4,888203234
10,48,4,877889058
99,124,2,885678886
152,132,5,882475496
189,45,3,893265657
130,231,3,875801422
91,193,3,891439057
10,203,4,877891967
173,300,4,877556988
14,56,5,879119579
181,359,1,878961668
13,42,4,882141393
119,245,4,886176618
44,202,4,878347315
159,111,4,880556981
90,301,4,891382392
114,269,4,881256090
137,195,5,881433689
152,97,5,882475618
39,315,4,891400094
63,150,4,875747292
200,103,2,891825521
13,94,3,882142057
14,93,3,879119311
38,122,1,892434801
200,229,5,884129696
148,177,2,877020715
184,47,4,889909640
145,25,2,875270655
59,132,5,888205744
133,328,3,890588577
71,346,4,885016248
1,27,2,876892946
104,122,3,888465739
60,178,5,883326399
200,191,5,884128554
128,276,4,879967550
189,276,3,893264300
34,310,4,888601628
10,218,4,877889261
13,300,1,881515736
148,185,1,877398385
13,180,5,882141248
59,318,5,888204349
25,174,5,885853415
157,150,5,874813703
106,69,4,881449886
173,322,4,877557028
115,234,5,881171982
82,218,3,878769748
80,50,3,887401533
59,381,5,888205659
56,174,5,892737191
82,69,4,878769948
1,260,1,875071713
83,95,4,880308453
162,230,2,877636860
17,9,3,885272558
82,147,3,876311473
168,295,4,884287615
62,135,4,879375080
71,285,3,877319414
5,167,2,875636281
67,240,5,875379566
31,302,4,881547719
118,174,5,875385007
49,312,3,888065786
13,29,2,882397833
125,158,4,892839066
188,204,4,875073478
81,273,4,876533710
43,15,5,875975546
193,195,1,889124507
39,352,5,891400704
117,1,4,880126083
103,117,4,880416313
104,100,4,888465166
95,96,4,879196298
130,204,5,875216718
49,1,2,888068651
1,145,2,875073067
38,384,5,892433660
1,174,5,875073198
56,239,4,892676970
10,124,5,877888545
129,270,3,883243934
109,281,2,880571919
81,118,2,876533764
136,117,4,882694498
109,230,5,880579107
115,11,4,881171348
198,385,3,884208778
62,281,3,879373118
107,305,4,891264327
64,2,3,889737609
28,50,4,881957090
34,259,2,888602808
106,286,4,881449486
1,159,3,875073180
169,301,4,891268622
60,172,4,883326339
149,327,2,883512689
18,69,3,880129527
23,215,2,874787116
184,132,5,889913687
178,358,1,888512993
198,249,2,884205277
151,169,5,879524268
110,79,4,886988480
106,273,3,881453290
128,111,3,879969215
1,82,5,878542589
13,45,3,882139863
94,185,5,885873684
