"Product_ID";"Product_Name";"Supplier_ID";"Product_Level";"Product_Ref_ID"
210200300001,00;"Children's Sweatshirt w/Big Logo";1303,00;1,00;210200300000,00
210200300002,00;"Plain Fleece Crew Kid's";1303,00;1,00;210200300000,00
210200300003,00;"Rocket Tactel Jacket";1303,00;1,00;210200300000,00
210200300004,00;"Swoosh Tee Kids Comp. Tops";1303,00;1,00;210200300000,00
210200300005,00;"Coolman Gym Sack";1303,00;1,00;210200300000,00
210200300006,00;"Fleece Cuff Pant Kid'S";1303,00;1,00;210200300000,00
210200300007,00;"Hsc Dutch Player Shirt Junior";1303,00;1,00;210200300000,00
210200300008,00;"Kid Fleece Crew";1303,00;1,00;210200300000,00
210200300009,00;"Kid V-Neck T-Shirt";1303,00;1,00;210200300000,00
210200300010,00;"Kids Children's Shorts";1303,00;1,00;210200300000,00
210200300011,00;"Kids Children's Sweatshirt";1303,00;1,00;210200300000,00
210200300012,00;"Kids Children's Sweatshirt w/Nike Logo";1303,00;1,00;210200300000,00
210200300013,00;"Kids Children's T-Shirt";1303,00;1,00;210200300000,00
210200300014,00;"Kids Children's Tracking Suit";1303,00;1,00;210200300000,00
210200300015,00;"Small Kid's Shorts";1303,00;1,00;210200300000,00
210200300016,00;"Small Kid's Sweatshirt";1303,00;1,00;210200300000,00
210200300017,00;"Small Kid's T-Shirt";1303,00;1,00;210200300000,00
210200300018,00;"Small Kid's Tracking Pants";1303,00;1,00;210200300000,00
210200300019,00;"Sweatshirt Children's Sweatshirt";1303,00;1,00;210200300000,00
210200300020,00;"Sweatshirt Children's Sweatshirt w/Hood L";2963,00;1,00;210200300000,00
210200300021,00;"Sweatshirt Children's Sweatshirt w/O-Neck";1303,00;1,00;210200300000,00
210200300022,00;"Teen Brand Cap";1303,00;1,00;210200300000,00
210200300023,00;"Toddle Full-Zip Cover Up";1303,00;1,00;210200300000,00
210200300024,00;"Toddle Heavy Fill Jacket";1303,00;1,00;210200300000,00
210200300025,00;"Toddle Knit Crew";1303,00;1,00;210200300000,00
210200300026,00;"Toddle Novelty Fleece";1303,00;1,00;210200300000,00
210200300027,00;"Toddle Work Out Pants";1303,00;1,00;210200300000,00
210200300028,00;"Toddle Wowen Pants";1303,00;1,00;210200300000,00
210200300029,00;"Toddler Anti Slip Sock";1303,00;1,00;210200300000,00
210200300030,00;"Toddler Backpack";1303,00;1,00;210200300000,00
210200300031,00;"Toddler New Anti Slip Socks";1303,00;1,00;210200300000,00
210200300032,00;"Tony's 1/2 Zip Fleece Top";1303,00;1,00;210200300000,00
210200300033,00;"Tony's 1/2 Zip Polar Fleece Top";1303,00;1,00;210200300000,00
210200300034,00;"Tony's 3d Air Tee";1303,00;1,00;210200300000,00
210200300035,00;"Tony's 3d Swoosh Tee";1303,00;1,00;210200300000,00
210200300036,00;"Tony's Athletic Shorts";1303,00;1,00;210200300000,00
210200300037,00;"Tony's Athletic T-Shirt";1303,00;1,00;210200300000,00
210200300038,00;"Tony's Backpack";1303,00;1,00;210200300000,00
210200300039,00;"Tony's Basic Swoosh Hat";1303,00;1,00;210200300000,00
210200300040,00;"Tony's Boy's Bucket";1303,00;1,00;210200300000,00
210200300041,00;"Tony's Boy's Swoosh Special Cap";1303,00;1,00;210200300000,00
210200300042,00;"Tony's Brushed Constructed Top";1303,00;1,00;210200300000,00
210200300043,00;"Tony's Cap w/Swoosh";1303,00;1,00;210200300000,00
210200300044,00;"Tony's Children's Cap";1303,00;1,00;210200300000,00
210200300045,00;"Tony's Children's Cap Extra";1303,00;1,00;210200300000,00
210200300046,00;"Tony's  Children's Tracking Suit Model Tornad";1303,00;1,00;210200300000,00
210200300047,00;"Tony's Components Plus Cap";1303,00;1,00;210200300000,00
210200300048,00;"Tony's Constructed 'T'";1303,00;1,00;210200300000,00
210200300049,00;"Tony's Constructed S/Sleve Top";1303,00;1,00;210200300000,00
210200300050,00;"Tony's Constructed Top S/Sleeve";1303,00;1,00;210200300000,00
210200300051,00;"Tony's Core Mini Bag";1303,00;1,00;210200300000,00
210200300052,00;"Tony's Cut & Sew T-Shirt";1303,00;1,00;210200300000,00
210200300053,00;"Tony's Eden Soft Nylon Pants";1303,00;1,00;210200300000,00
210200300054,00;"Tony's Embroidered Tee";1303,00;1,00;210200300000,00
210200300055,00;"Tony's Fizz Down Jacket";1303,00;1,00;210200300000,00
210200300056,00;"Tony's Fleece Crew";1303,00;1,00;210200300000,00
210200300057,00;"Tony's Fleece Pants";1303,00;1,00;210200300000,00
210200300058,00;"Tony's Fresh Soft Nylon Pants";1303,00;1,00;210200300000,00
210200300059,00;"Tony's Game Short";1303,00;1,00;210200300000,00
210200300060,00;"Tony's Game Tank";1303,00;1,00;210200300000,00
210200300061,00;"Tony's Graphic Fleece Pants Cuff";1303,00;1,00;210200300000,00
210200300062,00;"Tony's Graphic Polywarp Pants";1303,00;1,00;210200300000,00
210200300063,00;"Tony's Heavy Fill Jacket";1303,00;1,00;210200300000,00
210200300064,00;"Tony's Heavy Filled Jacket";1303,00;1,00;210200300000,00
210200300065,00;"Tony's Infant Athletic Cap";1303,00;1,00;210200300000,00
210200300066,00;"Tony's Jacket";1303,00;1,00;210200300000,00
210200300067,00;"Tony's Jet Suit";1303,00;1,00;210200300000,00
210200300068,00;"Tony's Bumper";1303,00;1,00;210200300000,00
210200300069,00;"Tony's Knit Pants";1303,00;1,00;210200300000,00
210200300070,00;"Tony's L-Sleeve Crew Fleece Sweat";1303,00;1,00;210200300000,00
210200300071,00;"Tony's L-Sleeve Fleece Sweat";1303,00;1,00;210200300000,00
210200300072,00;"Tony's Light Fill Jacket";1303,00;1,00;210200300000,00
210200300073,00;"Tony's Little Boy's Athletic Cap";1303,00;1,00;210200300000,00
210200300074,00;"Tony's Long Twill Short";1303,00;1,00;210200300000,00
210200300075,00;"Tony's Micro Fibre Pants";1303,00;1,00;210200300000,00
210200300076,00;"Tony's Millennium Down Fill Jacket";1303,00;1,00;210200300000,00
210200300077,00;"Tony's F/Z Hood";1303,00;1,00;210200300000,00
210200300078,00;"Tony's Fleece Crew JDM";1303,00;1,00;210200300000,00
210200300079,00;"Tony's Fleece Hood";1303,00;1,00;210200300000,00
210200300080,00;"Tony's O/H Fleece Pants";1303,00;1,00;210200300000,00
210200300081,00;"Tony's Oval Swoosh Tee";1303,00;1,00;210200300000,00
210200300082,00;"Tony's Polar Fleece 1/2 Zip";1303,00;1,00;210200300000,00
210200300083,00;"Tony's Polywarp Warm up Cuff";1303,00;1,00;210200300000,00
210200300084,00;"Tony's Raglan Top";1303,00;1,00;210200300000,00
210200300085,00;"Tony's Reversible Hat";1303,00;1,00;210200300000,00
210200300086,00;"Tony's Ringer 'T'";1303,00;1,00;210200300000,00
210200300087,00;"Tony's Rio Short";1303,00;1,00;210200300000,00
210200300088,00;"Tony's Ripstop Short";1303,00;1,00;210200300000,00
210200300089,00;"Tony's S/L Fleece Pants";1303,00;1,00;210200300000,00
210200300090,00;"Tony's S/Sleeve Ringer";1303,00;1,00;210200300000,00
210200300091,00;"Tony's Script Tee";1303,00;1,00;210200300000,00
210200300092,00;"Tony's Shiny Suit w/Swoosh";1303,00;1,00;210200300000,00
210200300093,00;"Tony's Short/Sleve Top";1303,00;1,00;210200300000,00
210200300094,00;"Tony's Shorts";1303,00;1,00;210200300000,00
210200300095,00;"Tony's Sweatshirt Open w/Swoosh";1303,00;1,00;210200300000,00
210200300096,00;"Tony's Sweatshirt w/1/2 Zipper and Hood";1303,00;1,00;210200300000,00
210200300097,00;"Tony's Sweatshirt w/Hood";1303,00;1,00;210200300000,00
210200300098,00;"Tony's Sweatshirt w/Round Neck";1303,00;1,00;210200300000,00
210200300099,00;"Tony's Sweatshirt w/Round Neck L";1303,00;1,00;210200300000,00
210200300100,00;"Tony's Swoosh Fleece Crew";1303,00;1,00;210200300000,00
210200300101,00;"Tony's Swoosh Tee";1303,00;1,00;210200300000,00
210200300102,00;"Tony's Swoosh Waistband Fleece Crew";1303,00;1,00;210200300000,00
210200300103,00;"Tony's T-Shirt w/V-Neck";1303,00;1,00;210200300000,00
210200300104,00;"Tony's T-Shirt with Round Neck";1303,00;1,00;210200300000,00
210200300105,00;"Tony's T-Shirt with V-Neck";1303,00;1,00;210200300000,00
210200300106,00;"Tony's Tacel Pants";1303,00;1,00;210200300000,00
210200300107,00;"Tony's Tactel Pants";1303,00;1,00;210200300000,00
210200300108,00;"Tony's Tank Top";1303,00;1,00;210200300000,00
210200300109,00;"Tony's Unbrushed Fleece Pants";1303,00;1,00;210200300000,00
210200300110,00;"Tony's V-Neck Fleece";1303,00;1,00;210200300000,00
210200300111,00;"Tony's Wind Anorak";1303,00;1,00;210200300000,00
210200300112,00;"Tony's Wind jacket";1303,00;1,00;210200300000,00
210200300113,00;"Tony's Workout Pants";1303,00;1,00;210200300000,00
210200300114,00;"Tony's Woven Pants";1303,00;1,00;210200300000,00
210200300115,00;"Tony's Woven Short";1303,00;1,00;210200300000,00
210200300116,00;"Toto Band - 3-pack";1303,00;1,00;210200300000,00
210200300117,00;"Watchit Watch Black/";1303,00;1,00;210200300000,00
210200300118,00;"Watchit Watch Gold/Grepe Jelly";1303,00;1,00;210200300000,00
210200300119,00;"Watchit Watches Blue/Grashopper";1303,00;1,00;210200300000,00
210200300120,00;"Watchit Watches Tangerine/Translucent Aqua";1303,00;1,00;210200300000,00
210200300121,00;"Winter Children's Down Jacket";1303,00;1,00;210200300000,00
210200300122,00;"Youngster Brushed Fleece Straight Pants";1303,00;1,00;210200300000,00
210200300123,00;"Youngster Graphic Fleece Pant Cuff";1303,00;1,00;210200300000,00
210200300124,00;"Youngster Fleece Hood";1303,00;1,00;210200300000,00
210200300125,00;"Youngster Polar Fleece 1/2 Zip";1303,00;1,00;210200300000,00
210200400000,00;"Eclipse, Kid's Shoes";;2,00;210200000000,00
210200400002,00;"Deschutes Boys Outdoors Training Shoes";1303,00;1,00;210200400000,00
210200400003,00;"Deschutes Jr Boysgrade School Outdoor";1303,00;1,00;210200400000,00
210200400004,00;"Kid Air One Eighty Street Shoes";1303,00;1,00;210200400000,00
210200400005,00;"Kid Air Terra Grande Running Shoes";1303,00;1,00;210200400000,00
210200400006,00;"Kid Equivalent (Bf)";1303,00;1,00;210200400000,00
210200400007,00;"Kid Equivalent Street Shoes";1303,00;1,00;210200400000,00
210200400008,00;"Kid Equivalent (Ac)";1303,00;1,00;210200400000,00
210200400009,00;"Kid Impeccably Strong(Bg) Basket Shoes";1303,00;1,00;210200400000,00
210200400010,00;"Kid Perish Nubuck(Gg)";1303,00;1,00;210200400000,00
210200400011,00;"Kid Perish Nubuck(Gp)";1303,00;1,00;210200400000,00
210200400012,00;"Kid Trainer Lite V(Bp) Street Shoes";1303,00;1,00;210200400000,00
210200400013,00;"Kid Trainer Lite(Bg)Street Shoes";1303,00;1,00;210200400000,00
210200400014,00;"Kid Trainer Lite(Bp) Street Shoes";1303,00;1,00;210200400000,00
210200400015,00;"Kiddy.650 I.C. Children's Shoes";1303,00;1,00;210200400000,00
210200400016,00;"Kiddy.line R9 Tf Children's Shoes";1303,00;1,00;210200400000,00
210200400017,00;"Kiddy.sandal Children's Sandal";1303,00;1,00;210200400000,00
210200400018,00;"Kiddy.summit  90 F.G.Rbr (Bg) Children's Shoe";1303,00;1,00;210200400000,00
210200400019,00;"Kiddy.turbo Premier F.G Children's Shoes";1303,00;1,00;210200400000,00
210200400020,00;"Kids Baby Edge Max Shoes";1303,00;1,00;210200400000,00
210200400021,00;"Kids Baby Payoff Trainer Shoes";1303,00;1,00;210200400000,00
210200400022,00;"Kids Baby Rockskipper Shoes";1303,00;1,00;210200400000,00
210200400023,00;"Kids Children's Little Air Shoes";1303,00;1,00;210200400000,00
210200400024,00;"Toddle Baby Trainer Structure Leather Shoes";1303,00;1,00;210200400000,00
210200400025,00;"Toddle Children's Air Align(Bg) Shoes";1303,00;1,00;210200400000,00
210200400026,00;"Toddle Children's Air Edge Max(Bg) Shoes";1303,00;1,00;210200400000,00
210200400027,00;"Toddle Children's Air Mantra (3) (Bg) Shoes";1303,00;1,00;210200400000,00
210200400028,00;"Toddle Children's Air Rapidup(Gg) Shoes";1303,00;1,00;210200400000,00
210200400029,00;"Toddle Children's Air Terra Grande Shoes";1303,00;1,00;210200400000,00
210200400030,00;"Toddle Children's Air Terra Humara(Bg) Shoes";1303,00;1,00;210200400000,00
210200400031,00;"Toddle Children's Air Tuco(Bg) Shoes";1303,00;1,00;210200400000,00
210200400032,00;"Toddle Children's Align(Bp) Shoes";1303,00;1,00;210200400000,00
210200400033,00;"Toddle Children's Baby Fit Shoes";1303,00;1,00;210200400000,00
210200400034,00;"Toddle Children's Edge Max(Bp) Shoes";1303,00;1,00;210200400000,00
210200400035,00;"Toddle Children's Payoff Trainer(Bp) Shoes";1303,00;1,00;210200400000,00
210200400036,00;"Toddle Children's Perish Nb(Gp) Shoes";1303,00;1,00;210200400000,00
210200400037,00;"Toddle Children's Perish Nubuck Shoes";1303,00;1,00;210200400000,00
210200400038,00;"Toddle Children's Perish Nubuck(Bp) Shoes";1303,00;1,00;210200400000,00
210200400039,00;"Toddle Children's Quokka V (Bp) Shoes";1303,00;1,00;210200400000,00
210200400040,00;"Toddle Children's Tuco(Bp) Shoes";1303,00;1,00;210200400000,00
210200400041,00;"Toddle Children's Understudy(Bg) Shoes";1303,00;1,00;210200400000,00
210200400042,00;"Toddle Children's Understudy(Bp) Shoes";1303,00;1,00;210200400000,00
210200400043,00;"Toddler Children's Shoes";1303,00;1,00;210200400000,00
210200400044,00;"Toddler Deschutz";1303,00;1,00;210200400000,00
210200400045,00;"Toddler Deschutz Jr";1303,00;1,00;210200400000,00
210200400046,00;"Toddler Edge Mickey";1303,00;1,00;210200400000,00
210200400047,00;"Toddler Fit Shoes";1303,00;1,00;210200400000,00
210200400048,00;"Toddler Hermosa Canvas";1303,00;1,00;210200400000,00
210200400049,00;"Toddler Hermosa Nubuck";1303,00;1,00;210200400000,00
210200400050,00;"Toddler Little Air Metal Mickey";1303,00;1,00;210200400000,00
210200400051,00;"Toddler Little Air Metal Mickey L";1303,00;1,00;210200400000,00
210200400052,00;"Toddler Pico V.";1303,00;1,00;210200400000,00
210200400053,00;"Toddler Rockskipper";1303,00;1,00;210200400000,00
210200400054,00;"Toddler Sunder Mickey";1303,00;1,00;210200400000,00
210200400055,00;"Toddler Terra Reach";1303,00;1,00;210200400000,00
210200400056,00;"Toddler Terra Sebec";1303,00;1,00;210200400000,00
210200400057,00;"Toddler Trainer Structure";1303,00;1,00;210200400000,00
210200400058,00;"Toddler Trainer Structure Plus";1303,00;1,00;210200400000,00
210200400059,00;"Toddler You Cant Stop Me Force";1303,00;1,00;210200400000,00
210200400060,00;"Tony's Air Edge Mickey(Bg)";1303,00;1,00;210200400000,00
210200400061,00;"Tony's Air Edge Mickey(Bp)";1303,00;1,00;210200400000,00
210200400062,00;"Tony's Air Flatbush(Bg)";1303,00;1,00;210200400000,00
210200400063,00;"Tony's Air Flight Swoosh";1303,00;1,00;210200400000,00
210200400064,00;"Tony's Air Intl.Triax (Bg)";1303,00;1,00;210200400000,00
210200400065,00;"Tony's Air Metal Mickey(Bg)";1303,00;1,00;210200400000,00
210200400066,00;"Tony's Air Metal Mickey(Bp)";1303,00;1,00;210200400000,00
210200400067,00;"Tony's Air Terra Grande Nb(Bg)";1303,00;1,00;210200400000,00
210200400068,00;"Tony's Baby Rockskipper";1303,00;1,00;210200400000,00
210200400069,00;"Tony's Children's Classic Basket (Bg) Shoes";1303,00;1,00;210200400000,00
210200400070,00;"Tony's Children's Deschutz (Bg) Shoes";1303,00;1,00;210200400000,00
210200400071,00;"Tony's Children's Deschutz (Bp) Shoes";1303,00;1,00;210200400000,00
210200400072,00;"Tony's Children's Golden (Bp) Shoes";1303,00;1,00;210200400000,00
210200400073,00;"Tony's Children's Payoff Trainer (Bp) Shoes";1303,00;1,00;210200400000,00
210200400074,00;"Tony's  Children's Payoff Trainer V (Bp) Shoe";1303,00;1,00;210200400000,00
210200400075,00;"Tony's Children's Rockskipper Shoes";1303,00;1,00;210200400000,00
210200400076,00;"Tony's Children's Terra Reach(Bg) Shoes";1303,00;1,00;210200400000,00
210200400077,00;"Tony's Children's Terra Sebec(Bg) Shoes";1303,00;1,00;210200400000,00
210200400078,00;"Tony's Children's Trainer Lite (Bg) Shoes";1303,00;1,00;210200400000,00
210200400079,00;"Tony's Classic Basket(Bp)";1303,00;1,00;210200400000,00
210200400080,00;"Tony's Cortez Leather (Bg)";1303,00;1,00;210200400000,00
210200400081,00;"Tony's Equivalent";1303,00;1,00;210200400000,00
210200400082,00;"Tony's Golden (Bg)";1303,00;1,00;210200400000,00
210200400083,00;"Tony's Intl.Triax (Bp)";1303,00;1,00;210200400000,00
210200400084,00;"Tony's Mercurial 2 F.G.";1303,00;1,00;210200400000,00
210200400085,00;"Tony's Payoff Trainer (Bg)";1303,00;1,00;210200400000,00
210200400086,00;"Tony's Perish  (Bg)";1303,00;1,00;210200400000,00
210200400087,00;"Tony's Perish  (Bp)";1303,00;1,00;210200400000,00
210200400088,00;"Tony's Perish Nubuck(B)";1303,00;1,00;210200400000,00
210200400089,00;"Tony's Perish Nubuck(Bg)";1303,00;1,00;210200400000,00
210200400090,00;"Tony's Perish Nubuck(Bp)";1303,00;1,00;210200400000,00
210200400091,00;"Tony's Perish Nubuck(P)";1303,00;1,00;210200400000,00
210200400092,00;"Tony's Rockskipper(Bh)";1303,00;1,00;210200400000,00
210200400093,00;"Tony's Terra Humara (Bg)";1303,00;1,00;210200400000,00
210200400094,00;"Tony's Terra Reach(Bp)";1303,00;1,00;210200400000,00
210200400095,00;"Tony's Terra Sebec(Bp)";1303,00;1,00;210200400000,00
210200400096,00;"Tony's Trainer Structure Leather";1303,00;1,00;210200400000,00
210200400097,00;"Tony's Extra Children's Multicourt(Bg) Shoes";1303,00;1,00;210200400000,00
210200500000,00;"Lucky Guy, Kids";;2,00;210200000000,00
210200500001,00;"Jiggy Cap";1303,00;1,00;210200500000,00
210200500002,00;"Children's Mitten";772,00;1,00;210200500000,00
210200500003,00;"Children's, Cotton w/Removable lining";772,00;1,00;210200500000,00
210200500004,00;"Coastal Jacket";772,00;1,00;210200500000,00
210200500005,00;"Fleece Pants";772,00;1,00;210200500000,00
210200500006,00;"Rain Suit, Plain w/backpack Jacket";772,00;1,00;210200500000,00
210200500007,00;"Bozeman Rain & Storm Set";772,00;1,00;210200500000,00
210200500008,00;"Cylinder Cylinder";772,00;1,00;210200500000,00
210200500009,00;"Glove Mitten";772,00;1,00;210200500000,00
210200500010,00;"Kid Suit One-piece Suit Beaver Nylon 50/50%";772,00;1,00;210200500000,00
210200500011,00;"Kids Children's Fibre Fur Jacket";772,00;1,00;210200500000,00
210200500012,00;"Lh Brand Duvet Jacket";772,00;1,00;210200500000,00
210200500013,00;"Lucky Children's Rain Suit";772,00;1,00;210200500000,00
210200500014,00;"Teen Lifa Ski Underpants";772,00;1,00;210200500000,00
210200500015,00;"Teen Lifa Ski Undershirt";772,00;1,00;210200500000,00
210200500016,00;"Teen Profleece w/Zipper";772,00;1,00;210200500000,00
210200500017,00;"Teen Rainbreaker Suit";772,00;1,00;210200500000,00
210200500018,00;"Wyoming Fleece Top";772,00;1,00;210200500000,00
210200500019,00;"Wyoming Fleece Top with Small Zipper";772,00;1,00;210200500000,00
210200600000,00;"N.D. Gear, Kids";;2,00;210200000000,00
