"Product_ID";"Start_Date";"End_Date";"Unit_Cost_Price";"Unit_Sales_Price";"Factor"
210100100033,00;17/9/2002 00:00:00;31/12/9999 00:00:00;105,75;215,30;1,00
210100100034,00;1/1/1998 00:00:00;18/12/1998 00:00:00;122,85;269,80;1,05
210100100034,00;19/12/1998 00:00:00;5/12/1999 00:00:00;128,95;283,20;1,05
210100100034,00;6/12/1999 00:00:00;21/11/2000 00:00:00;135,35;297,30;1,05
210100100034,00;22/11/2000 00:00:00;8/11/2001 00:00:00;139,40;306,20;1,03
210100100034,00;9/11/2001 00:00:00;26/10/2002 00:00:00;140,75;309,20;1,01
210100100034,00;27/10/2002 00:00:00;31/12/9999 00:00:00;140,75;309,20;1,00
210100100035,00;1/1/1998 00:00:00;24/11/1998 00:00:00;96,50;211,30;1,04
210100100035,00;25/11/1998 00:00:00;18/10/1999 00:00:00;100,35;219,70;1,04
210100100035,00;19/10/1999 00:00:00;10/9/2000 00:00:00;103,35;226,20;1,03
210100100035,00;11/9/2000 00:00:00;4/8/2001 00:00:00;106,45;232,90;1,03
210100100035,00;5/8/2001 00:00:00;28/6/2002 00:00:00;107,50;235,20;1,01
210100100035,00;29/6/2002 00:00:00;31/12/9999 00:00:00;107,50;235,20;1,00
210100100036,00;1/1/1998 00:00:00;23/11/1998 00:00:00;11,10;24,50;1,03
210100100036,00;24/11/1998 00:00:00;16/10/1999 00:00:00;11,40;25,20;1,03
210100100036,00;17/10/1999 00:00:00;7/9/2000 00:00:00;11,70;25,90;1,03
210100100036,00;8/9/2000 00:00:00;31/7/2001 00:00:00;11,90;26,40;1,02
210100100036,00;1/8/2001 00:00:00;23/6/2002 00:00:00;12,00;26,60;1,01
210100100036,00;24/6/2002 00:00:00;31/12/9999 00:00:00;12,00;26,60;1,00
210100100037,00;1/1/1998 00:00:00;13/12/1998 00:00:00;13,25;29,20;1,05
210100100037,00;14/12/1998 00:00:00;25/11/1999 00:00:00;13,90;30,60;1,05
210100100037,00;26/11/1999 00:00:00;6/11/2000 00:00:00;14,45;31,80;1,04
210100100037,00;7/11/2000 00:00:00;19/10/2001 00:00:00;14,70;32,40;1,02
210100100037,00;20/10/2001 00:00:00;1/10/2002 00:00:00;14,80;32,70;1,01
210100100037,00;2/10/2002 00:00:00;31/12/9999 00:00:00;14,80;32,70;1,00
210100100038,00;1/1/1998 00:00:00;17/11/1998 00:00:00;38,00;85,80;1,05
210100100038,00;18/11/1998 00:00:00;4/10/1999 00:00:00;39,50;89,20;1,04
210100100038,00;5/10/1999 00:00:00;20/8/2000 00:00:00;40,65;91,80;1,03
210100100038,00;21/8/2000 00:00:00;7/7/2001 00:00:00;41,85;94,50;1,03
210100100038,00;8/7/2001 00:00:00;24/5/2002 00:00:00;42,65;96,30;1,02
210100100038,00;25/5/2002 00:00:00;31/12/9999 00:00:00;42,65;96,30;1,00
210100100039,00;1/1/1998 00:00:00;28/11/1998 00:00:00;12,20;26,90;1,04
210100100039,00;29/11/1998 00:00:00;26/10/1999 00:00:00;12,55;27,70;1,03
210100100039,00;27/10/1999 00:00:00;22/9/2000 00:00:00;12,80;28,20;1,02
210100100039,00;23/9/2000 00:00:00;20/8/2001 00:00:00;13,05;28,70;1,02
210100100039,00;21/8/2001 00:00:00;18/7/2002 00:00:00;13,15;28,90;1,01
210100100039,00;19/7/2002 00:00:00;31/12/9999 00:00:00;13,15;28,90;1,00
210100100040,00;1/1/1998 00:00:00;31/12/9999 00:00:00;17,10;37,80;1,00
210100100041,00;1/1/1998 00:00:00;31/12/9999 00:00:00;13,55;27,70;1,00
210100100042,00;1/1/1998 00:00:00;16/1/1999 00:00:00;20,45;45,70;1,01
210100100042,00;17/1/1999 00:00:00;1/2/2000 00:00:00;20,45;45,70;1,00
210100100042,00;2/2/2000 00:00:00;16/2/2001 00:00:00;20,45;45,70;1,00
210100100042,00;17/2/2001 00:00:00;4/3/2002 00:00:00;20,45;45,70;1,00
210100100042,00;5/3/2002 00:00:00;31/12/9999 00:00:00;20,45;45,70;1,00
210100100043,00;1/1/1998 00:00:00;31/12/9999 00:00:00;19,00;41,70;1,00
210100100044,00;1/1/1998 00:00:00;1/1/1999 00:00:00;11,65;25,10;1,02
210100100044,00;2/1/1999 00:00:00;2/1/2000 00:00:00;11,75;25,30;1,01
210100100044,00;3/1/2000 00:00:00;2/1/2001 00:00:00;11,75;25,30;1,00
210100100044,00;3/1/2001 00:00:00;3/1/2002 00:00:00;11,75;25,30;1,00
210100100044,00;4/1/2002 00:00:00;31/12/9999 00:00:00;11,75;25,30;1,00
210100100045,00;1/1/1998 00:00:00;19/1/1999 00:00:00;16,95;38,00;1,01
210100100045,00;20/1/1999 00:00:00;7/2/2000 00:00:00;16,95;38,00;1,00
210100100045,00;8/2/2000 00:00:00;25/2/2001 00:00:00;16,95;38,00;1,00
210100100045,00;26/2/2001 00:00:00;16/3/2002 00:00:00;16,95;38,00;1,00
210100100045,00;17/3/2002 00:00:00;31/12/9999 00:00:00;16,95;38,00;1,00
210100100046,00;1/1/1998 00:00:00;25/12/1998 00:00:00;18,75;41,20;1,00
210100100046,00;26/12/1998 00:00:00;19/12/1999 00:00:00;18,75;41,20;1,00
210100100046,00;20/12/1999 00:00:00;12/12/2000 00:00:00;18,75;41,20;1,00
210100100046,00;13/12/2000 00:00:00;6/12/2001 00:00:00;18,75;41,20;1,00
210100100046,00;7/12/2001 00:00:00;30/11/2002 00:00:00;18,75;41,20;1,00
210100100046,00;1/12/2002 00:00:00;31/12/9999 00:00:00;18,75;41,20;1,00
210100100047,00;1/1/1998 00:00:00;31/12/9999 00:00:00;6,25;14,60;1,00
210100100048,00;1/1/1998 00:00:00;31/12/9999 00:00:00;6,90;17,10;1,00
210100100049,00;1/1/1998 00:00:00;1/11/1998 00:00:00;6,50;15,20;1,01
210100100049,00;2/11/1998 00:00:00;2/9/1999 00:00:00;6,50;15,20;1,00
210100100049,00;3/9/1999 00:00:00;3/7/2000 00:00:00;6,50;15,20;1,00
210100100049,00;4/7/2000 00:00:00;4/5/2001 00:00:00;6,50;15,20;1,00
210100100049,00;5/5/2001 00:00:00;5/3/2002 00:00:00;6,50;15,20;1,00
210100100049,00;6/3/2002 00:00:00;31/12/9999 00:00:00;6,50;15,20;1,00
210100100050,00;1/1/1998 00:00:00;10/1/1999 00:00:00;8,35;18,50;1,00
210100100050,00;11/1/1999 00:00:00;20/1/2000 00:00:00;8,35;18,50;1,00
210100100050,00;21/1/2000 00:00:00;29/1/2001 00:00:00;8,35;18,50;1,00
210100100050,00;30/1/2001 00:00:00;8/2/2002 00:00:00;8,35;18,50;1,00
210100100050,00;9/2/2002 00:00:00;31/12/9999 00:00:00;8,35;18,50;1,00
210200100001,00;1/1/1998 00:00:00;31/12/9999 00:00:00;5,65;12,80;1,00
210200100002,00;1/1/1998 00:00:00;30/12/1998 00:00:00;13,20;29,50;1,02
210200100002,00;31/12/1998 00:00:00;29/12/1999 00:00:00;13,30;29,70;1,01
210200100002,00;30/12/1999 00:00:00;27/12/2000 00:00:00;13,40;29,90;1,01
210200100002,00;28/12/2000 00:00:00;26/12/2001 00:00:00;13,40;29,90;1,00
210200100002,00;27/12/2001 00:00:00;31/12/9999 00:00:00;13,40;29,90;1,00
210200100003,00;1/1/1998 00:00:00;19/11/1998 00:00:00;15,45;34,60;1,01
210200100003,00;20/11/1998 00:00:00;8/10/1999 00:00:00;15,60;34,90;1,01
210200100003,00;9/10/1999 00:00:00;26/8/2000 00:00:00;15,60;34,90;1,00
210200100003,00;27/8/2000 00:00:00;15/7/2001 00:00:00;15,60;34,90;1,00
210200100003,00;16/7/2001 00:00:00;3/6/2002 00:00:00;15,60;34,90;1,00
210200100003,00;4/6/2002 00:00:00;31/12/9999 00:00:00;15,60;34,90;1,00
210200100004,00;1/1/1998 00:00:00;31/12/9999 00:00:00;16,15;36,30;1,00
210200100005,00;1/1/1998 00:00:00;28/10/1998 00:00:00;5,75;13,00;1,00
210200100005,00;29/10/1998 00:00:00;25/8/1999 00:00:00;5,75;13,00;1,00
210200100005,00;26/8/1999 00:00:00;21/6/2000 00:00:00;5,75;13,00;1,00
210200100005,00;22/6/2000 00:00:00;18/4/2001 00:00:00;5,75;13,00;1,00
210200100005,00;19/4/2001 00:00:00;13/2/2002 00:00:00;5,75;13,00;1,00
210200100005,00;14/2/2002 00:00:00;31/12/9999 00:00:00;5,75;13,00;1,00
210200100006,00;1/1/1998 00:00:00;31/12/9999 00:00:00;5,15;11,60;1,00
210200100007,00;1/1/1998 00:00:00;10/1/1999 00:00:00;10,30;23,00;1,00
210200100007,00;11/1/1999 00:00:00;20/1/2000 00:00:00;10,30;23,00;1,00
210200100007,00;21/1/2000 00:00:00;29/1/2001 00:00:00;10,30;23,00;1,00
210200100007,00;30/1/2001 00:00:00;8/2/2002 00:00:00;10,30;23,00;1,00
210200100007,00;9/2/2002 00:00:00;31/12/9999 00:00:00;10,30;23,00;1,00
210200100008,00;1/1/1998 00:00:00;4/12/1998 00:00:00;25,00;56,40;1,02
210200100008,00;5/12/1998 00:00:00;7/11/1999 00:00:00;25,25;56,90;1,01
210200100008,00;8/11/1999 00:00:00;10/10/2000 00:00:00;25,25;56,90;1,00
210200100008,00;11/10/2000 00:00:00;13/9/2001 00:00:00;25,25;56,90;1,00
210200100008,00;14/9/2001 00:00:00;17/8/2002 00:00:00;25,25;56,90;1,00
210200100008,00;18/8/2002 00:00:00;31/12/9999 00:00:00;25,25;56,90;1,00
210200100009,00;1/1/1998 00:00:00;20/11/1998 00:00:00;15,50;34,70;1,00
210200100009,00;21/11/1998 00:00:00;10/10/1999 00:00:00;15,50;34,70;1,00
210200100009,00;11/10/1999 00:00:00;29/8/2000 00:00:00;15,50;34,70;1,00
210200100009,00;30/8/2000 00:00:00;19/7/2001 00:00:00;15,50;34,70;1,00
210200100009,00;20/7/2001 00:00:00;8/6/2002 00:00:00;15,50;34,70;1,00
210200100009,00;9/6/2002 00:00:00;31/12/9999 00:00:00;15,50;34,70;1,00
210200100010,00;1/1/1998 00:00:00;31/12/9999 00:00:00;18,50;41,50;1,00
210200100011,00;1/1/1998 00:00:00;5/12/1998 00:00:00;33,75;76,00;1,01
210200100011,00;6/12/1998 00:00:00;9/11/1999 00:00:00;33,75;76,00;1,00
210200100011,00;10/11/1999 00:00:00;13/10/2000 00:00:00;33,75;76,00;1,00
210200100011,00;14/10/2000 00:00:00;17/9/2001 00:00:00;33,75;76,00;1,00
210200100011,00;18/9/2001 00:00:00;22/8/2002 00:00:00;33,75;76,00;1,00
210200100011,00;23/8/2002 00:00:00;31/12/9999 00:00:00;33,75;76,00;1,00
210200100012,00;1/1/1998 00:00:00;24/11/1998 00:00:00;8,40;17,80;1,00
210200100012,00;25/11/1998 00:00:00;18/10/1999 00:00:00;8,40;17,80;1,00
210200100012,00;19/10/1999 00:00:00;10/9/2000 00:00:00;8,40;17,80;1,00
210200100012,00;11/9/2000 00:00:00;4/8/2001 00:00:00;8,40;17,80;1,00
210200100012,00;5/8/2001 00:00:00;28/6/2002 00:00:00;8,40;17,80;1,00
210200100012,00;29/6/2002 00:00:00;31/12/9999 00:00:00;8,40;17,80;1,00
210200100013,00;1/1/1998 00:00:00;31/12/9999 00:00:00;18,85;42,30;1,00
210200100014,00;1/1/1998 00:00:00;19/12/1998 00:00:00;15,65;35,00;1,01
210200100014,00;20/12/1998 00:00:00;7/12/1999 00:00:00;15,65;35,00;1,00
210200100014,00;8/12/1999 00:00:00;24/11/2000 00:00:00;15,65;35,00;1,00
210200100014,00;25/11/2000 00:00:00;12/11/2001 00:00:00;15,65;35,00;1,00
210200100014,00;13/11/2001 00:00:00;31/10/2002 00:00:00;15,65;35,00;1,00
210200100014,00;1/11/2002 00:00:00;31/12/9999 00:00:00;15,65;35,00;1,00
210200100015,00;1/1/1998 00:00:00;6/1/1999 00:00:00;15,70;35,20;1,03
210200100015,00;7/1/1999 00:00:00;12/1/2000 00:00:00;16,00;35,90;1,02
210200100015,00;13/1/2000 00:00:00;17/1/2001 00:00:00;16,15;36,20;1,01
210200100015,00;18/1/2001 00:00:00;23/1/2002 00:00:00;16,15;36,20;1,00
210200100015,00;24/1/2002 00:00:00;31/12/9999 00:00:00;16,15;36,20;1,00
210200100016,00;1/1/1998 00:00:00;20/11/1998 00:00:00;14,00;31,40;1,01
210200100016,00;21/11/1998 00:00:00;10/10/1999 00:00:00;14,00;31,40;1,00
210200100016,00;11/10/1999 00:00:00;29/8/2000 00:00:00;14,00;31,40;1,00
210200100016,00;30/8/2000 00:00:00;19/7/2001 00:00:00;14,00;31,40;1,00
210200100016,00;20/7/2001 00:00:00;8/6/2002 00:00:00;14,00;31,40;1,00
210200100016,00;9/6/2002 00:00:00;31/12/9999 00:00:00;14,00;31,40;1,00
210200100017,00;1/1/1998 00:00:00;6/1/1999 00:00:00;17,05;38,30;1,02
210200100017,00;7/1/1999 00:00:00;12/1/2000 00:00:00;17,35;39,00;1,02
210200100017,00;13/1/2000 00:00:00;17/1/2001 00:00:00;17,65;39,70;1,02
210200100017,00;18/1/2001 00:00:00;23/1/2002 00:00:00;17,80;40,00;1,01
210200100017,00;24/1/2002 00:00:00;31/12/9999 00:00:00;17,80;40,00;1,00
210200100018,00;1/1/1998 00:00:00;25/12/1998 00:00:00;17,55;39,80;1,02
210200100018,00;26/12/1998 00:00:00;19/12/1999 00:00:00;17,90;40,50;1,02
210200100018,00;20/12/1999 00:00:00;12/12/2000 00:00:00;18,05;40,90;1,01
210200100018,00;13/12/2000 00:00:00;6/12/2001 00:00:00;18,05;40,90;1,00
210200100018,00;7/12/2001 00:00:00;30/11/2002 00:00:00;18,05;40,90;1,00
210200100018,00;1/12/2002 00:00:00;31/12/9999 00:00:00;18,05;40,90;1,00
210200100019,00;1/1/1998 00:00:00;31/12/9999 00:00:00;18,05;40,50;1,00
210200200001,00;1/1/1998 00:00:00;21/11/1998 00:00:00;6,50;14,50;1,01
210200200001,00;22/11/1998 00:00:00;12/10/1999 00:00:00;6,55;14,60;1,01
210200200001,00;13/10/1999 00:00:00;1/9/2000 00:00:00;6,55;14,60;1,00
210200200001,00;2/9/2000 00:00:00;23/7/2001 00:00:00;6,55;14,60;1,00
210200200001,00;24/7/2001 00:00:00;13/6/2002 00:00:00;6,55;14,60;1,00
210200200001,00;14/6/2002 00:00:00;31/12/9999 00:00:00;6,55;14,60;1,00
210200200002,00;1/1/1998 00:00:00;24/11/1998 00:00:00;17,70;42,30;1,04
210200200002,00;25/11/1998 00:00:00;18/10/1999 00:00:00;18,20;43,50;1,03
210200200002,00;19/10/1999 00:00:00;10/9/2000 00:00:00;18,70;44,80;1,03
210200200002,00;11/9/2000 00:00:00;4/8/2001 00:00:00;19,05;45,60;1,02
210200200002,00;5/8/2001 00:00:00;28/6/2002 00:00:00;19,20;46,00;1,01
210200200002,00;29/6/2002 00:00:00;31/12/9999 00:00:00;19,20;46,00;1,00
210200200003,00;1/1/1998 00:00:00;24/11/1998 00:00:00;14,70;35,00;1,05
210200200003,00;25/11/1998 00:00:00;18/10/1999 00:00:00;15,25;36,40;1,04
210200200003,00;19/10/1999 00:00:00;10/9/2000 00:00:00;15,85;37,80;1,04
210200200003,00;11/9/2000 00:00:00;4/8/2001 00:00:00;16,30;38,90;1,03
210200200003,00;5/8/2001 00:00:00;28/6/2002 00:00:00;16,60;39,60;1,02
210200200003,00;29/6/2002 00:00:00;31/12/9999 00:00:00;16,60;39,60;1,00
210200200004,00;1/1/1998 00:00:00;31/12/1998 00:00:00;10,60;25,50;1,04
210200200004,00;1/1/1999 00:00:00;31/12/1999 00:00:00;11,00;26,50;1,04
210200200004,00;1/1/2000 00:00:00;30/12/2000 00:00:00;11,30;27,20;1,03
210200200004,00;31/12/2000 00:00:00;30/12/2001 00:00:00;11,40;27,40;1,01
210200200004,00;31/12/2001 00:00:00;31/12/9999 00:00:00;11,40;27,40;1,00
210200200005,00;1/1/1998 00:00:00;31/12/9999 00:00:00;12,05;27,70;1,00
210200200006,00;1/1/1998 00:00:00;9/1/1999 00:00:00;14,60;34,90;1,01
210200200006,00;10/1/1999 00:00:00;18/1/2000 00:00:00;14,70;35,20;1,01
210200200006,00;19/1/2000 00:00:00;26/1/2001 00:00:00;14,80;35,50;1,01
210200200006,00;27/1/2001 00:00:00;4/2/2002 00:00:00;14,80;35,50;1,00
210200200006,00;5/2/2002 00:00:00;31/12/9999 00:00:00;14,80;35,50;1,00
210200200007,00;1/1/1998 00:00:00;15/12/1998 00:00:00;9,05;21,00;1,03
210200200007,00;16/12/1998 00:00:00;29/11/1999 00:00:00;9,30;21,60;1,03
210200200007,00;30/11/1999 00:00:00;12/11/2000 00:00:00;9,55;22,20;1,03
210200200007,00;13/11/2000 00:00:00;27/10/2001 00:00:00;9,70;22,60;1,02
210200200007,00;28/10/2001 00:00:00;11/10/2002 00:00:00;9,75;22,80;1,01
210200200007,00;12/10/2002 00:00:00;31/12/9999 00:00:00;9,75;22,80;1,00
210200200008,00;1/1/1998 00:00:00;4/1/1999 00:00:00;10,10;24,40;1,03
210200200008,00;5/1/1999 00:00:00;8/1/2000 00:00:00;10,40;25,10;1,03
210200200008,00;9/1/2000 00:00:00;11/1/2001 00:00:00;10,60;25,60;1,02
210200200008,00;12/1/2001 00:00:00;15/1/2002 00:00:00;10,60;25,60;1,00
210200200008,00;16/1/2002 00:00:00;31/12/9999 00:00:00;10,60;25,60;1,00
210200200009,00;1/1/1998 00:00:00;6/12/1998 00:00:00;22,25;53,80;1,01
210200200009,00;7/12/1998 00:00:00;11/11/1999 00:00:00;22,45;54,30;1,01
210200200009,00;12/11/1999 00:00:00;16/10/2000 00:00:00;22,65;54,80;1,01
210200200009,00;17/10/2000 00:00:00;21/9/2001 00:00:00;22,65;54,80;1,00
210200200009,00;22/9/2001 00:00:00;27/8/2002 00:00:00;22,65;54,80;1,00
210200200009,00;28/8/2002 00:00:00;31/12/9999 00:00:00;22,65;54,80;1,00
210200200010,00;1/1/1998 00:00:00;3/12/1998 00:00:00;20,85;50,10;1,04
210200200010,00;4/12/1998 00:00:00;5/11/1999 00:00:00;21,45;51,60;1,03
210200200010,00;6/11/1999 00:00:00;7/10/2000 00:00:00;21,85;52,60;1,02
210200200010,00;8/10/2000 00:00:00;9/9/2001 00:00:00;22,05;53,10;1,01
210200200010,00;10/9/2001 00:00:00;12/8/2002 00:00:00;22,05;53,10;1,00
210200200010,00;13/8/2002 00:00:00;31/12/9999 00:00:00;22,05;53,10;1,00
210200200011,00;1/1/1998 00:00:00;6/12/1998 00:00:00;11,00;25,40;1,01
210200200011,00;7/12/1998 00:00:00;11/11/1999 00:00:00;11,00;25,40;1,00
210200200011,00;12/11/1999 00:00:00;16/10/2000 00:00:00;11,00;25,40;1,00
210200200011,00;17/10/2000 00:00:00;21/9/2001 00:00:00;11,00;25,40;1,00
210200200011,00;22/9/2001 00:00:00;27/8/2002 00:00:00;11,00;25,40;1,00
210200200011,00;28/8/2002 00:00:00;31/12/9999 00:00:00;11,00;25,40;1,00
210200200012,00;1/1/1998 00:00:00;11/1/1999 00:00:00;9,80;22,60;1,02
210200200012,00;12/1/1999 00:00:00;22/1/2000 00:00:00;9,85;22,80;1,01
210200200012,00;23/1/2000 00:00:00;1/2/2001 00:00:00;9,85;22,80;1,00
210200200012,00;2/2/2001 00:00:00;12/2/2002 00:00:00;9,85;22,80;1,00
210200200012,00;13/2/2002 00:00:00;31/12/9999 00:00:00;9,85;22,80;1,00
210200200013,00;1/1/1998 00:00:00;27/11/1998 00:00:00;9,65;22,20;1,02
210200200013,00;28/11/1998 00:00:00;24/10/1999 00:00:00;9,80;22,60;1,02
210200200013,00;25/10/1999 00:00:00;19/9/2000 00:00:00;9,85;22,80;1,01
210200200013,00;20/9/2000 00:00:00;16/8/2001 00:00:00;9,85;22,80;1,00
210200200013,00;17/8/2001 00:00:00;13/7/2002 00:00:00;9,85;22,80;1,00
210200200013,00;14/7/2002 00:00:00;31/12/9999 00:00:00;9,85;22,80;1,00
210200200014,00;1/1/1998 00:00:00;31/12/9999 00:00:00;10,60;24,20;1,00
210200200015,00;1/1/1998 00:00:00;9/1/1999 00:00:00;11,10;25,30;1,01
210200200015,00;10/1/1999 00:00:00;18/1/2000 00:00:00;11,20;25,50;1,01
210200200015,00;19/1/2000 00:00:00;26/1/2001 00:00:00;11,30;25,70;1,01
210200200015,00;27/1/2001 00:00:00;4/2/2002 00:00:00;11,30;25,70;1,00
210200200015,00;5/2/2002 00:00:00;31/12/9999 00:00:00;11,30;25,70;1,00
210200200016,00;1/1/1998 00:00:00;15/12/1998 00:00:00;11,90;27,80;1,05
210200200016,00;16/12/1998 00:00:00;29/11/1999 00:00:00;12,45;29,10;1,05
210200200016,00;30/11/1999 00:00:00;12/11/2000 00:00:00;13,05;30,50;1,05
