"Product_ID";"Start_Date";"End_Date";"Unit_Sales_Price";"Discount"
210200300057,00;1/8/1999 00:00:00;31/8/1999 00:00:00;22,99;0,70
210200300057,00;1/8/2000 00:00:00;31/8/2000 00:00:00;22,99;0,70
210200300057,00;1/8/2001 00:00:00;31/8/2001 00:00:00;23,99;0,70
210200300057,00;1/8/2002 00:00:00;31/8/2002 00:00:00;23,99;0,70
210200300061,00;1/12/1999 00:00:00;31/12/1999 00:00:00;14,99;0,50
210200300061,00;1/12/2000 00:00:00;31/12/2000 00:00:00;14,99;0,50
210200300061,00;1/12/2001 00:00:00;31/12/2001 00:00:00;14,99;0,50
210200300061,00;1/12/2002 00:00:00;31/12/2002 00:00:00;14,99;0,50
210200300094,00;1/8/1999 00:00:00;31/8/1999 00:00:00;12,99;0,70
210200300094,00;1/8/2000 00:00:00;31/8/2000 00:00:00;13,99;0,70
210200300094,00;1/8/2001 00:00:00;31/8/2001 00:00:00;13,99;0,70
210200300094,00;1/8/2002 00:00:00;31/8/2002 00:00:00;13,99;0,70
210200400002,00;1/12/1999 00:00:00;31/12/1999 00:00:00;25,99;0,50
210200400002,00;1/12/2000 00:00:00;31/12/2000 00:00:00;25,99;0,50
210200400002,00;1/12/2001 00:00:00;31/12/2001 00:00:00;25,99;0,50
210200400002,00;1/12/2002 00:00:00;31/12/2002 00:00:00;25,99;0,50
210200400007,00;1/6/1999 00:00:00;30/6/1999 00:00:00;25,99;0,70
210200400007,00;1/6/2000 00:00:00;30/6/2000 00:00:00;25,99;0,70
210200400007,00;1/6/2001 00:00:00;30/6/2001 00:00:00;25,99;0,70
210200400007,00;1/6/2002 00:00:00;30/6/2002 00:00:00;26,99;0,70
210200400039,00;1/12/1999 00:00:00;31/12/1999 00:00:00;22,99;0,50
210200400039,00;1/12/2000 00:00:00;31/12/2000 00:00:00;22,99;0,50
210200400039,00;1/12/2001 00:00:00;31/12/2001 00:00:00;22,99;0,50
210200400039,00;1/12/2002 00:00:00;31/12/2002 00:00:00;22,99;0,50
210200400051,00;1/8/1999 00:00:00;31/8/1999 00:00:00;28,99;0,70
210200400051,00;1/8/2000 00:00:00;31/8/2000 00:00:00;28,99;0,70
210200400051,00;1/8/2001 00:00:00;31/8/2001 00:00:00;28,99;0,70
210200400051,00;1/8/2002 00:00:00;31/8/2002 00:00:00;29,99;0,70
210200400052,00;1/7/1999 00:00:00;31/7/1999 00:00:00;25,99;0,60
210200400052,00;1/7/2000 00:00:00;31/7/2000 00:00:00;25,99;0,60
210200400052,00;1/7/2001 00:00:00;31/7/2001 00:00:00;25,99;0,60
210200400052,00;1/7/2002 00:00:00;31/7/2002 00:00:00;25,99;0,60
210200400092,00;1/12/1999 00:00:00;31/12/1999 00:00:00;31,99;0,50
210200400092,00;1/12/2000 00:00:00;31/12/2000 00:00:00;31,99;0,50
210200400092,00;1/12/2001 00:00:00;31/12/2001 00:00:00;31,99;0,50
210200400092,00;1/12/2002 00:00:00;31/12/2002 00:00:00;31,99;0,50
210200400096,00;1/6/1999 00:00:00;30/6/1999 00:00:00;33,99;0,70
210200400096,00;1/6/2000 00:00:00;30/6/2000 00:00:00;33,99;0,70
210200400096,00;1/6/2001 00:00:00;30/6/2001 00:00:00;33,99;0,70
210200400096,00;1/6/2002 00:00:00;30/6/2002 00:00:00;34,99;0,70
210200600006,00;1/12/1999 00:00:00;31/12/1999 00:00:00;9,99;0,50
210200600006,00;1/12/2000 00:00:00;31/12/2000 00:00:00;9,99;0,50
210200600006,00;1/12/2001 00:00:00;31/12/2001 00:00:00;9,99;0,50
210200600006,00;1/12/2002 00:00:00;31/12/2002 00:00:00;10,99;0,50
210200600013,00;1/7/1999 00:00:00;31/7/1999 00:00:00;50,99;0,60
210200600013,00;1/7/2000 00:00:00;31/7/2000 00:00:00;52,99;0,60
210200600013,00;1/7/2001 00:00:00;31/7/2001 00:00:00;55,99;0,60
210200600013,00;1/7/2002 00:00:00;31/7/2002 00:00:00;58,99;0,60
210200600017,00;1/6/1999 00:00:00;30/6/1999 00:00:00;22,99;0,70
210200600017,00;1/6/2000 00:00:00;30/6/2000 00:00:00;23,99;0,70
210200600017,00;1/6/2001 00:00:00;30/6/2001 00:00:00;24,99;0,70
210200600017,00;1/6/2002 00:00:00;30/6/2002 00:00:00;25,99;0,70
210200600019,00;1/6/1999 00:00:00;30/6/1999 00:00:00;9,99;0,70
210200600019,00;1/6/2000 00:00:00;30/6/2000 00:00:00;9,99;0,70
210200600019,00;1/6/2001 00:00:00;30/6/2001 00:00:00;9,99;0,70
210200600019,00;1/6/2002 00:00:00;30/6/2002 00:00:00;9,99;0,70
210200600024,00;1/12/1999 00:00:00;31/12/1999 00:00:00;26,99;0,50
210200600024,00;1/12/2000 00:00:00;31/12/2000 00:00:00;26,99;0,50
210200600024,00;1/12/2001 00:00:00;31/12/2001 00:00:00;26,99;0,50
210200600024,00;1/12/2002 00:00:00;31/12/2002 00:00:00;26,99;0,50
210200600025,00;1/8/1999 00:00:00;31/8/1999 00:00:00;26,99;0,70
210200600025,00;1/8/2000 00:00:00;31/8/2000 00:00:00;26,99;0,70
210200600025,00;1/8/2001 00:00:00;31/8/2001 00:00:00;26,99;0,70
210200600025,00;1/8/2002 00:00:00;31/8/2002 00:00:00;26,99;0,70
210200600026,00;1/12/1999 00:00:00;31/12/1999 00:00:00;17,99;0,50
210200600026,00;1/12/2000 00:00:00;31/12/2000 00:00:00;17,99;0,50
210200600026,00;1/12/2001 00:00:00;31/12/2001 00:00:00;18,99;0,50
210200600026,00;1/12/2002 00:00:00;31/12/2002 00:00:00;18,99;0,50
210200600037,00;1/6/1999 00:00:00;30/6/1999 00:00:00;15,99;0,70
210200600037,00;1/6/2000 00:00:00;30/6/2000 00:00:00;16,99;0,70
210200600037,00;1/6/2001 00:00:00;30/6/2001 00:00:00;16,99;0,70
210200600037,00;1/6/2002 00:00:00;30/6/2002 00:00:00;16,99;0,70
210200600060,00;1/8/1999 00:00:00;31/8/1999 00:00:00;33,99;0,70
210200600060,00;1/8/2000 00:00:00;31/8/2000 00:00:00;34,99;0,70
210200600060,00;1/8/2001 00:00:00;31/8/2001 00:00:00;35,99;0,70
210200600060,00;1/8/2002 00:00:00;31/8/2002 00:00:00;36,99;0,70
210200600080,00;1/8/1999 00:00:00;31/8/1999 00:00:00;14,99;0,70
210200600080,00;1/8/2000 00:00:00;31/8/2000 00:00:00;14,99;0,70
210200600080,00;1/8/2001 00:00:00;31/8/2001 00:00:00;14,99;0,70
210200600080,00;1/8/2002 00:00:00;31/8/2002 00:00:00;14,99;0,70
210200600086,00;1/12/1999 00:00:00;31/12/1999 00:00:00;18,99;0,50
210200600086,00;1/12/2000 00:00:00;31/12/2000 00:00:00;18,99;0,50
210200600086,00;1/12/2001 00:00:00;31/12/2001 00:00:00;19,99;0,50
210200600086,00;1/12/2002 00:00:00;31/12/2002 00:00:00;19,99;0,50
210200600089,00;1/6/1999 00:00:00;30/6/1999 00:00:00;10,99;0,70
210200600089,00;1/6/2000 00:00:00;30/6/2000 00:00:00;11,99;0,70
210200600089,00;1/6/2001 00:00:00;30/6/2001 00:00:00;11,99;0,70
210200600089,00;1/6/2002 00:00:00;30/6/2002 00:00:00;11,99;0,70
210200600095,00;1/8/1999 00:00:00;31/8/1999 00:00:00;22,99;0,70
210200600095,00;1/8/2000 00:00:00;31/8/2000 00:00:00;23,99;0,70
210200600095,00;1/8/2001 00:00:00;31/8/2001 00:00:00;24,99;0,70
210200600095,00;1/8/2002 00:00:00;31/8/2002 00:00:00;25,99;0,70
210200600097,00;1/7/1999 00:00:00;31/7/1999 00:00:00;39,99;0,60
210200600097,00;1/7/2000 00:00:00;31/7/2000 00:00:00;40,99;0,60
210200600097,00;1/7/2001 00:00:00;31/7/2001 00:00:00;41,99;0,60
210200600097,00;1/7/2002 00:00:00;31/7/2002 00:00:00;42,99;0,60
210200600098,00;1/7/1999 00:00:00;31/7/1999 00:00:00;16,99;0,60
210200600098,00;1/7/2000 00:00:00;31/7/2000 00:00:00;16,99;0,60
210200600098,00;1/7/2001 00:00:00;31/7/2001 00:00:00;17,99;0,60
210200600098,00;1/7/2002 00:00:00;31/7/2002 00:00:00;17,99;0,60
210200600101,00;1/12/1999 00:00:00;31/12/1999 00:00:00;10,99;0,50
210200600101,00;1/12/2000 00:00:00;31/12/2000 00:00:00;10,99;0,50
210200600101,00;1/12/2001 00:00:00;31/12/2001 00:00:00;10,99;0,50
210200600101,00;1/12/2002 00:00:00;31/12/2002 00:00:00;11,99;0,50
210200600103,00;1/7/1999 00:00:00;31/7/1999 00:00:00;15,99;0,60
210200600103,00;1/7/2000 00:00:00;31/7/2000 00:00:00;15,99;0,60
210200600103,00;1/7/2001 00:00:00;31/7/2001 00:00:00;15,99;0,60
210200600103,00;1/7/2002 00:00:00;31/7/2002 00:00:00;16,99;0,60
210200600104,00;1/7/1999 00:00:00;31/7/1999 00:00:00;8,99;0,60
210200600104,00;1/7/2000 00:00:00;31/7/2000 00:00:00;8,99;0,60
210200600104,00;1/7/2001 00:00:00;31/7/2001 00:00:00;8,99;0,60
210200600104,00;1/7/2002 00:00:00;31/7/2002 00:00:00;8,99;0,60
210200600123,00;1/8/1999 00:00:00;31/8/1999 00:00:00;4,99;0,70
210200600123,00;1/8/2000 00:00:00;31/8/2000 00:00:00;4,99;0,70
210200600123,00;1/8/2001 00:00:00;31/8/2001 00:00:00;5,99;0,70
210200600123,00;1/8/2002 00:00:00;31/8/2002 00:00:00;5,99;0,70
210200600125,00;1/8/1999 00:00:00;31/8/1999 00:00:00;31,99;0,70
210200600125,00;1/8/2000 00:00:00;31/8/2000 00:00:00;32,99;0,70
210200600125,00;1/8/2001 00:00:00;31/8/2001 00:00:00;32,99;0,70
210200600125,00;1/8/2002 00:00:00;31/8/2002 00:00:00;32,99;0,70
210200900008,00;1/8/1999 00:00:00;31/8/1999 00:00:00;22,99;0,70
210200900008,00;1/8/2000 00:00:00;31/8/2000 00:00:00;22,99;0,70
210200900008,00;1/8/2001 00:00:00;31/8/2001 00:00:00;23,99;0,70
210200900008,00;1/8/2002 00:00:00;31/8/2002 00:00:00;23,99;0,70
210200900009,00;1/12/1999 00:00:00;31/12/1999 00:00:00;17,99;0,50
210200900009,00;1/12/2000 00:00:00;31/12/2000 00:00:00;17,99;0,50
210200900009,00;1/12/2001 00:00:00;31/12/2001 00:00:00;17,99;0,50
210200900009,00;1/12/2002 00:00:00;31/12/2002 00:00:00;17,99;0,50
210200900024,00;1/6/1999 00:00:00;31/8/1999 00:00:00;12,99;0,70
210200900024,00;1/6/2000 00:00:00;31/8/2000 00:00:00;13,99;0,70
210200900024,00;1/6/2001 00:00:00;31/8/2001 00:00:00;13,99;0,70
210200900024,00;1/6/2002 00:00:00;31/8/2002 00:00:00;13,99;0,70
210200900031,00;1/6/1999 00:00:00;30/6/1999 00:00:00;33,99;0,70
210200900031,00;1/6/2000 00:00:00;30/6/2000 00:00:00;33,99;0,70
210200900031,00;1/6/2001 00:00:00;30/6/2001 00:00:00;34,99;0,70
210200900031,00;1/6/2002 00:00:00;30/6/2002 00:00:00;34,99;0,70
210200900038,00;1/12/1999 00:00:00;31/12/1999 00:00:00;10,99;0,50
210200900038,00;1/12/2000 00:00:00;31/12/2000 00:00:00;10,99;0,50
210200900038,00;1/12/2001 00:00:00;31/12/2001 00:00:00;10,99;0,50
210200900038,00;1/12/2002 00:00:00;31/12/2002 00:00:00;10,99;0,50
210200900041,00;1/8/1999 00:00:00;31/8/1999 00:00:00;26,99;0,70
210200900041,00;1/8/2000 00:00:00;31/8/2000 00:00:00;26,99;0,70
210200900041,00;1/8/2001 00:00:00;31/8/2001 00:00:00;27,99;0,70
210200900041,00;1/8/2002 00:00:00;31/8/2002 00:00:00;27,99;0,70
210200900051,00;1/6/1999 00:00:00;30/6/1999 00:00:00;29,99;0,70
210200900051,00;1/6/2000 00:00:00;30/6/2000 00:00:00;30,99;0,70
210200900051,00;1/6/2001 00:00:00;30/6/2001 00:00:00;31,99;0,70
210200900051,00;1/6/2002 00:00:00;30/6/2002 00:00:00;31,99;0,70
210201000013,00;1/8/1999 00:00:00;31/8/1999 00:00:00;36,99;0,70
210201000013,00;1/8/2000 00:00:00;31/8/2000 00:00:00;37,99;0,70
210201000013,00;1/8/2001 00:00:00;31/8/2001 00:00:00;38,99;0,70
210201000013,00;1/8/2002 00:00:00;31/8/2002 00:00:00;38,99;0,70
210201000016,00;1/6/1999 00:00:00;30/6/1999 00:00:00;31,99;0,70
210201000016,00;1/6/2000 00:00:00;30/6/2000 00:00:00;31,99;0,70
210201000016,00;1/6/2001 00:00:00;30/6/2001 00:00:00;32,99;0,70
210201000016,00;1/6/2002 00:00:00;30/6/2002 00:00:00;32,99;0,70
210201000018,00;1/12/1999 00:00:00;31/12/1999 00:00:00;8,99;0,50
210201000018,00;1/12/2000 00:00:00;31/12/2000 00:00:00;8,99;0,50
210201000018,00;1/12/2001 00:00:00;31/12/2001 00:00:00;8,99;0,50
210201000018,00;1/12/2002 00:00:00;31/12/2002 00:00:00;8,99;0,50
210201000020,00;1/8/1999 00:00:00;31/8/1999 00:00:00;23,99;0,70
210201000020,00;1/8/2000 00:00:00;31/8/2000 00:00:00;24,99;0,70
210201000020,00;1/8/2001 00:00:00;31/8/2001 00:00:00;24,99;0,70
210201000020,00;1/8/2002 00:00:00;31/8/2002 00:00:00;24,99;0,70
210201000035,00;1/7/1999 00:00:00;31/7/1999 00:00:00;37,99;0,60
210201000035,00;1/7/2000 00:00:00;31/7/2000 00:00:00;37,99;0,60
210201000035,00;1/7/2001 00:00:00;31/7/2001 00:00:00;38,99;0,60
210201000035,00;1/7/2002 00:00:00;31/7/2002 00:00:00;39,99;0,60
210201000053,00;1/7/1999 00:00:00;31/7/1999 00:00:00;27,99;0,60
210201000053,00;1/7/2000 00:00:00;31/7/2000 00:00:00;27,99;0,60
210201000053,00;1/7/2001 00:00:00;31/7/2001 00:00:00;27,99;0,60
210201000053,00;1/7/2002 00:00:00;31/7/2002 00:00:00;28,99;0,60
210201000056,00;1/6/1999 00:00:00;30/6/1999 00:00:00;27,99;0,70
210201000056,00;1/6/2000 00:00:00;30/6/2000 00:00:00;27,99;0,70
210201000056,00;1/6/2001 00:00:00;30/6/2001 00:00:00;27,99;0,70
210201000056,00;1/6/2002 00:00:00;30/6/2002 00:00:00;27,99;0,70
210201000078,00;1/8/1999 00:00:00;31/8/1999 00:00:00;35,99;0,70
210201000078,00;1/8/2000 00:00:00;31/8/2000 00:00:00;36,99;0,70
210201000078,00;1/8/2001 00:00:00;31/8/2001 00:00:00;36,99;0,70
210201000078,00;1/8/2002 00:00:00;31/8/2002 00:00:00;36,99;0,70
210201000079,00;1/7/1999 00:00:00;31/7/1999 00:00:00;32,99;0,60
210201000079,00;1/7/2000 00:00:00;31/7/2000 00:00:00;33,99;0,60
210201000079,00;1/7/2001 00:00:00;31/7/2001 00:00:00;33,99;0,60
210201000079,00;1/7/2002 00:00:00;31/7/2002 00:00:00;34,99;0,60
210201000080,00;1/6/1999 00:00:00;30/6/1999 00:00:00;76,99;0,70
210201000080,00;1/6/2000 00:00:00;30/6/2000 00:00:00;76,99;0,70
210201000080,00;1/6/2001 00:00:00;30/6/2001 00:00:00;77,99;0,70
210201000080,00;1/6/2002 00:00:00;30/6/2002 00:00:00;78,99;0,70
210201000082,00;1/12/1999 00:00:00;31/12/1999 00:00:00;18,99;0,50
210201000082,00;1/12/2000 00:00:00;31/12/2000 00:00:00;18,99;0,50
210201000082,00;1/12/2001 00:00:00;31/12/2001 00:00:00;18,99;0,50
210201000082,00;1/12/2002 00:00:00;31/12/2002 00:00:00;18,99;0,50
210201000095,00;1/6/1999 00:00:00;31/8/1999 00:00:00;46,99;0,70
210201000095,00;1/6/2000 00:00:00;31/8/2000 00:00:00;46,99;0,70
210201000095,00;1/6/2001 00:00:00;31/8/2001 00:00:00;46,99;0,70
210201000095,00;1/6/2002 00:00:00;31/8/2002 00:00:00;47,99;0,70
210201000107,00;1/6/1999 00:00:00;31/7/1999 00:00:00;3,99;0,60
210201000107,00;1/6/2000 00:00:00;31/7/2000 00:00:00;3,99;0,60
210201000107,00;1/6/2001 00:00:00;31/7/2001 00:00:00;3,99;0,60
210201000107,00;1/6/2002 00:00:00;31/7/2002 00:00:00;3,99;0,60
210201000115,00;1/12/1999 00:00:00;31/12/1999 00:00:00;5,99;0,50
210201000115,00;1/12/2000 00:00:00;31/12/2000 00:00:00;5,99;0,50
210201000115,00;1/12/2001 00:00:00;31/12/2001 00:00:00;5,99;0,50
210201000115,00;1/12/2002 00:00:00;31/12/2002 00:00:00;5,99;0,50
210201000117,00;1/8/1999 00:00:00;31/8/1999 00:00:00;32,99;0,70
210201000117,00;1/8/2000 00:00:00;31/8/2000 00:00:00;33,99;0,70
210201000117,00;1/8/2001 00:00:00;31/8/2001 00:00:00;33,99;0,70
210201000117,00;1/8/2002 00:00:00;31/8/2002 00:00:00;34,99;0,70
210201000120,00;1/7/1999 00:00:00;31/7/1999 00:00:00;12,99;0,60
210201000120,00;1/7/2000 00:00:00;31/7/2000 00:00:00;12,99;0,60
210201000120,00;1/7/2001 00:00:00;31/7/2001 00:00:00;12,99;0,60
210201000120,00;1/7/2002 00:00:00;31/7/2002 00:00:00;13,99;0,60
210201000123,00;1/7/1999 00:00:00;31/8/1999 00:00:00;8,99;0,70
210201000123,00;1/12/1999 00:00:00;31/12/1999 00:00:00;6,99;0,50
210201000123,00;1/7/2000 00:00:00;31/8/2000 00:00:00;8,99;0,70
210201000123,00;1/12/2000 00:00:00;31/12/2000 00:00:00;6,99;0,50
210201000123,00;1/7/2001 00:00:00;31/8/2001 00:00:00;8,99;0,70
210201000123,00;1/12/2001 00:00:00;31/12/2001 00:00:00;6,99;0,50
210201000123,00;1/7/2002 00:00:00;31/8/2002 00:00:00;8,99;0,70
210201000123,00;1/12/2002 00:00:00;31/12/2002 00:00:00;6,99;0,50
210201000125,00;1/8/1999 00:00:00;31/8/1999 00:00:00;35,99;0,70
210201000125,00;1/12/1999 00:00:00;31/12/1999 00:00:00;27,99;0,50
210201000125,00;1/8/2000 00:00:00;31/8/2000 00:00:00;36,99;0,70
210201000125,00;1/12/2000 00:00:00;31/12/2000 00:00:00;27,99;0,50
210201000125,00;1/8/2001 00:00:00;31/8/2001 00:00:00;37,99;0,70
210201000125,00;1/12/2001 00:00:00;31/12/2001 00:00:00;27,99;0,50
210201000125,00;1/8/2002 00:00:00;31/8/2002 00:00:00;38,99;0,70
210201000125,00;1/12/2002 00:00:00;31/12/2002 00:00:00;27,99;0,50
210201000128,00;1/6/1999 00:00:00;30/6/1999 00:00:00;24,99;0,70
210201000128,00;1/6/2000 00:00:00;30/6/2000 00:00:00;24,99;0,70
210201000128,00;1/6/2001 00:00:00;30/6/2001 00:00:00;25,99;0,70
210201000128,00;1/6/2002 00:00:00;30/6/2002 00:00:00;25,99;0,70
210201000132,00;1/8/1999 00:00:00;31/8/1999 00:00:00;16,99;0,70
210201000132,00;1/8/2000 00:00:00;31/8/2000 00:00:00;16,99;0,70
210201000132,00;1/8/2001 00:00:00;31/8/2001 00:00:00;16,99;0,70
