"County_ID";"County_Type";"County_Name";"Province_Type";"Province_Name";"Region_Name";"Region_Type";"State_ID";"Country"
92500006,00;;;925001,00;"Cheshire";;;9250001,00;"GB"
92500007,00;;;925001,00;"Cleveland";;;9250001,00;"GB"
92500008,00;;;925001,00;"Channel Isles";;;9250001,00;"GB"
92500009,00;;;925001,00;"Cornwall";;;9250001,00;"GB"
92500010,00;;;925001,00;"Cumbria";;;9250001,00;"GB"
92500011,00;;;925001,00;"Derbyshire";;;9250001,00;"GB"
92500012,00;;;925001,00;"Devon";;;9250001,00;"GB"
92500013,00;;;925001,00;"Dorset";;;9250001,00;"GB"
92500014,00;;;925001,00;"County Durham";;;9250001,00;"GB"
92500015,00;;;925001,00;"East Sussex";;;9250001,00;"GB"
92500016,00;;;925001,00;"Essex";;;9250001,00;"GB"
92500017,00;;;925001,00;"Middlesex";;;9250001,00;"GB"
92500018,00;;;925001,00;"Gloucester";;;9250001,00;"GB"
92500019,00;;;925001,00;"Gloucestershire";;;9250001,00;"GB"
92500020,00;;;925001,00;"Shropshire";;;9250001,00;"GB"
92500021,00;;;925001,00;"London";;;9250001,00;"GB"
92500022,00;;;925001,00;"Manchester";;;9250001,00;"GB"
92500023,00;;;925001,00;"Hampshire";;;9250001,00;"GB"
92500024,00;;;925001,00;"Herefordshire";;;9250001,00;"GB"
92500025,00;;;925001,00;"Hertfordshire";;;9250001,00;"GB"
92500026,00;;;925001,00;"North Humberside";;;9250001,00;"GB"
92500027,00;;;925001,00;"South Humberside";;;9250001,00;"GB"
92500028,00;;;925001,00;"Isle of Man";;;9250001,00;"GB"
92500029,00;;;925001,00;"Isle of Wight";;;9250001,00;"GB"
92500030,00;;;925001,00;"Isles of Scilly";;;9250001,00;"GB"
92500031,00;;;925001,00;"Kent";;;9250001,00;"GB"
92500032,00;;;925001,00;"Lancashire";;;9250001,00;"GB"
92500033,00;;;925001,00;"Leicestershire";;;9250001,00;"GB"
92500034,00;;;925001,00;"Lincolnshire";;;9250001,00;"GB"
92500035,00;;;925001,00;"Merseyside";;;9250001,00;"GB"
92500036,00;;;925001,00;"Norfolk";;;9250001,00;"GB"
92500037,00;;;925001,00;"North Yorkshire";;;9250001,00;"GB"
92500038,00;;;925001,00;"Northamptonshire";;;9250001,00;"GB"
92500039,00;;;925001,00;"Northumberland";;;9250001,00;"GB"
92500040,00;;;925001,00;"Nottinghamshire";;;9250001,00;"GB"
92500041,00;;;925001,00;"Oxfordshire";;;9250001,00;"GB"
92500042,00;;;925001,00;"Salop";;;9250001,00;"GB"
92500043,00;;;925001,00;"Somerset";;;9250001,00;"GB"
92500044,00;;;925001,00;"South Yorkshire";;;9250001,00;"GB"
92500045,00;;;925001,00;"Staffordshire";;;9250001,00;"GB"
92500046,00;;;925001,00;"Suffolk";;;9250001,00;"GB"
92500047,00;;;925001,00;"Surrey";;;9250001,00;"GB"
92500048,00;;;925001,00;"Tyne and Wear";;;9250001,00;"GB"
92500049,00;;;925001,00;"Warwickshire";;;9250001,00;"GB"
92500050,00;;;925001,00;"West Midlands";;;9250001,00;"GB"
92500051,00;;;925001,00;"West Sussex";;;9250001,00;"GB"
92500052,00;;;925001,00;"West Yorkshire";;;9250001,00;"GB"
92500053,00;;;925001,00;"Wiltshire";;;9250001,00;"GB"
92500054,00;;;925001,00;"Worcestershire";;;9250001,00;"GB"
92500055,00;;;925001,00;"County Antrim";;;9250002,00;"GB"
92500056,00;;;925001,00;"Ards";;;9250002,00;"GB"
92500057,00;;;925001,00;"County Armagh";;;9250002,00;"GB"
92500058,00;;;925001,00;"Bainbridge";;;9250002,00;"GB"
92500059,00;;;925001,00;"Ballymena";;;9250002,00;"GB"
92500060,00;;;925001,00;"Ballymoney";;;9250002,00;"GB"
92500061,00;;;925001,00;"Belfast";;;9250002,00;"GB"
92500062,00;;;925001,00;"Carrickfergus";;;9250002,00;"GB"
92500063,00;;;925001,00;"Castlereagh";;;9250002,00;"GB"
92500064,00;;;925001,00;"Coleraine";;;9250002,00;"GB"
92500065,00;;;925001,00;"Cookstown";;;9250002,00;"GB"
92500066,00;;;925001,00;"Craigavon";;;9250002,00;"GB"
92500067,00;;;925001,00;"County Down";;;9250002,00;"GB"
92500068,00;;;925001,00;"Dungannon";;;9250002,00;"GB"
92500069,00;;;925001,00;"County Fermanagh";;;9250002,00;"GB"
92500070,00;;;925001,00;"Larne";;;9250002,00;"GB"
92500071,00;;;925001,00;"Limavady";;;9250002,00;"GB"
92500072,00;;;925001,00;"Lisburn";;;9250002,00;"GB"
92500073,00;;;925001,00;"County Londonderry";;;9250002,00;"GB"
92500074,00;;;925001,00;"Magherafelt";;;9250002,00;"GB"
92500075,00;;;925001,00;"Mourne";;;9250002,00;"GB"
92500076,00;;;925001,00;"Moyle";;;9250002,00;"GB"
92500077,00;;;925001,00;"Newtonabbey";;;9250002,00;"GB"
92500078,00;;;925001,00;"North Down";;;9250002,00;"GB"
92500079,00;;;925001,00;"Omagh";;;9250002,00;"GB"
92500080,00;;;925001,00;"County Tyrone";;;9250002,00;"GB"
92500081,00;;;925001,00;"Strabane";;;9250002,00;"GB"
92500082,00;;;925001,00;"Aberdeenshire";;;9250003,00;"GB"
92500083,00;;;925001,00;"Angus";;;9250003,00;"GB"
92500084,00;;;925001,00;"Argyll";;;9250003,00;"GB"
92500085,00;;;925001,00;"Ayrshire";;;9250003,00;"GB"
92500086,00;;;925001,00;"Banffshire";;;9250003,00;"GB"
92500087,00;;;925001,00;"Berwickshire";;;9250003,00;"GB"
92500088,00;;;925001,00;"Borders";;;9250003,00;"GB"
92500089,00;;;925001,00;"Caithness";;;9250003,00;"GB"
92500090,00;;;925001,00;"Central";;;9250003,00;"GB"
92500091,00;;;925001,00;"Clackmannanshire";;;9250003,00;"GB"
92500092,00;;;925001,00;"Dumfries and Galloway";;;9250003,00;"GB"
92500093,00;;;925001,00;"Dumfriesshire";;;9250003,00;"GB"
92500094,00;;;925001,00;"Dunbartonshire";;;9250003,00;"GB"
92500095,00;;;925001,00;"East Lothian";;;9250003,00;"GB"
92500096,00;;;925001,00;"Fife";;;9250003,00;"GB"
92500097,00;;;925001,00;"Galloway";;;9250003,00;"GB"
92500098,00;;;925001,00;"Grampian";;;9250003,00;"GB"
92500099,00;;;925001,00;"Highland";;;9250003,00;"GB"
92500100,00;;;925001,00;"Inverness-Shire";;;9250003,00;"GB"
92500101,00;;;925001,00;"Isle of Arran";;;9250003,00;"GB"
92500102,00;;;925001,00;"Isle of Barra";;;9250003,00;"GB"
92500103,00;;;925001,00;"Isle of Benbecula";;;9250003,00;"GB"
92500104,00;;;925001,00;"Isle of Bute";;;9250003,00;"GB"
92500105,00;;;925001,00;"Isle of Canna";;;9250003,00;"GB"
92500106,00;;;925001,00;"Isle of Coll";;;9250003,00;"GB"
92500107,00;;;925001,00;"Isle of Colonsay";;;9250003,00;"GB"
92500108,00;;;925001,00;"Isle of Cumbrae";;;9250003,00;"GB"
92500109,00;;;925001,00;"Isle of Eigg";;;9250003,00;"GB"
92500110,00;;;925001,00;"Isle of Gigha";;;9250003,00;"GB"
92500111,00;;;925001,00;"Isle of Harris";;;9250003,00;"GB"
92500112,00;;;925001,00;"Isle of Iona";;;9250003,00;"GB"
92500113,00;;;925001,00;"Isle of Islay";;;9250003,00;"GB"
92500114,00;;;925001,00;"Isle of Jura";;;9250003,00;"GB"
92500115,00;;;925001,00;"Isle of Lewis";;;9250003,00;"GB"
92500116,00;;;925001,00;"Isle of Mull";;;9250003,00;"GB"
92500117,00;;;925001,00;"Isle of North Uist";;;9250003,00;"GB"
92500118,00;;;925001,00;"Isle of Rum";;;9250003,00;"GB"
92500119,00;;;925001,00;"Isle of Scalpay";;;9250003,00;"GB"
92500120,00;;;925001,00;"Isle of Skye";;;9250003,00;"GB"
92500121,00;;;925001,00;"Isle of South Uist";;;9250003,00;"GB"
92500122,00;;;925001,00;"Isle of Tiree";;;9250003,00;"GB"
92500123,00;;;925001,00;"Kincardineshire";;;9250003,00;"GB"
92500124,00;;;925001,00;"Kinross-Shire";;;9250003,00;"GB"
92500125,00;;;925001,00;"Kirkcudbrightshire";;;9250003,00;"GB"
92500126,00;;;925001,00;"Lanarkshire";;;9250003,00;"GB"
92500127,00;;;925001,00;"Midlothian";;;9250003,00;"GB"
92500128,00;;;925001,00;"Morayshire";;;9250003,00;"GB"
92500129,00;;;925001,00;"Nairnshire";;;9250003,00;"GB"
92500130,00;;;925001,00;"Orkney";;;9250003,00;"GB"
92500131,00;;;925001,00;"Orkney Islands";;;9250003,00;"GB"
92500132,00;;;925001,00;"Peeblesshire";;;9250003,00;"GB"
92500133,00;;;925001,00;"Perthshire";;;9250003,00;"GB"
92500134,00;;;925001,00;"Renfrewshire";;;9250003,00;"GB"
92500135,00;;;925001,00;"Ross-Shire";;;9250003,00;"GB"
92500136,00;;;925001,00;"Roxburghshire";;;9250003,00;"GB"
92500137,00;;;925001,00;"Selkirkshire";;;9250003,00;"GB"
92500138,00;;;925001,00;"Shetland";;;9250003,00;"GB"
92500139,00;;;925001,00;"Shetland Islands";;;9250003,00;"GB"
92500140,00;;;925001,00;"Stirlingshire";;;9250003,00;"GB"
92500141,00;;;925001,00;"Strathclyde";;;9250003,00;"GB"
92500142,00;;;925001,00;"Sutherland";;;9250003,00;"GB"
92500143,00;;;925001,00;"Tayside";;;9250003,00;"GB"
92500144,00;;;925001,00;"West Lothian";;;9250003,00;"GB"
92500145,00;;;925001,00;"Western Isles";;;9250003,00;"GB"
92500146,00;;;925001,00;"Wigtownshire";;;9250003,00;"GB"
92500147,00;;;925001,00;"Clwyd";;;9250004,00;"GB"
92500148,00;;;925001,00;"Dyfed";;;9250004,00;"GB"
92500149,00;;;925001,00;"Gwent";;;9250004,00;"GB"
92500150,00;;;925001,00;"Gwynedd";;;9250004,00;"GB"
92500151,00;;;925001,00;"Mid Glamorgan";;;9250004,00;"GB"
92500152,00;;;925001,00;"Powys";;;9250004,00;"GB"
92500153,00;;;925001,00;"South Glamorgan";;;9250004,00;"GB"
92500154,00;;;925001,00;"West Glamorgan";;;9250004,00;"GB"
926000001,00;926001,00;"Aleutians East";;;;;;"US"
926000002,00;926001,00;"Aleutians West";;;;;;"US"
926000003,00;926001,00;"Aleutians West (CA)";;;;;;"US"
926000004,00;926001,00;"Anchorage";;;;;;"US"
926000005,00;926001,00;"Bethel (CA)";;;;;;"US"
926000006,00;926001,00;"Bristol Bay";;;;;;"US"
926000007,00;926001,00;"Denali";;;;;;"US"
926000008,00;926001,00;"Dillingham (CA)";;;;;;"US"
926000009,00;926001,00;"Fairbanks North Star";;;;;;"US"
926000010,00;926001,00;"Juneau";;;;;;"US"
926000011,00;926001,00;"Kenai Peninsula";;;;;;"US"
926000012,00;926001,00;"Ketchikan Gateway";;;;;;"US"
926000013,00;926001,00;"Kodiak Island";;;;;;"US"
926000014,00;926001,00;"Lake and Peninsula";;;;;;"US"
926000015,00;926001,00;"Matanuska-Susitna";;;;;;"US"
926000016,00;926001,00;"Nome (CA)";;;;;;"US"
926000017,00;926001,00;"North Slope";;;;;;"US"
926000018,00;926001,00;"Northwest Arctic";;;;;;"US"
926000019,00;926001,00;"Prince of Wales-Outer";;;;;;"US"
926000020,00;926001,00;"Sitka";;;;;;"US"
926000021,00;926001,00;"Skagway-Hoonah-Angoon";;;;;;"US"
926000022,00;926001,00;"Southeast Fairbanks (C";;;;;;"US"
926000023,00;926001,00;"Valdez-Cordova (CA)";;;;;;"US"
926000024,00;926001,00;"Wade Hampton (CA)";;;;;;"US"
926000025,00;926001,00;"Wrangell-Petersburg (C";;;;;;"US"
926000026,00;926001,00;"Yakutat";;;;;;"US"
926000027,00;926001,00;"Yukon-Koyukuk (CA)";;;;;;"US"
926000028,00;926001,00;"Autauga";;;;;;"US"
926000029,00;926001,00;"Baldwin";;;;;;"US"
926000030,00;926001,00;"Barbour";;;;;;"US"
926000031,00;926001,00;"Bibb";;;;;;"US"
926000032,00;926001,00;"Blount";;;;;;"US"
926000033,00;926001,00;"Bullock";;;;;;"US"
926000034,00;926001,00;"Butler";;;;;;"US"
926000035,00;926001,00;"Calhoun";;;;;;"US"
926000036,00;926001,00;"Chambers";;;;;;"US"
926000037,00;926001,00;"Cherokee";;;;;;"US"
926000038,00;926001,00;"Chilton";;;;;;"US"
926000039,00;926001,00;"Choctaw";;;;;;"US"
926000040,00;926001,00;"Clarke";;;;;;"US"
926000041,00;926001,00;"Clay";;;;;;"US"
926000042,00;926001,00;"Cleburne";;;;;;"US"
926000043,00;926001,00;"Coffee";;;;;;"US"
926000044,00;926001,00;"Colbert";;;;;;"US"
926000045,00;926001,00;"Conecuh";;;;;;"US"
926000046,00;926001,00;"Coosa";;;;;;"US"
926000047,00;926001,00;"Covington";;;;;;"US"
926000048,00;926001,00;"Crenshaw";;;;;;"US"
926000049,00;926001,00;"Cullman";;;;;;"US"
926000050,00;926001,00;"Dale";;;;;;"US"
926000051,00;926001,00;"Dallas";;;;;;"US"
926000052,00;926001,00;"DeKalb";;;;;;"US"
926000053,00;926001,00;"Elmore";;;;;;"US"
926000054,00;926001,00;"Escambia";;;;;;"US"
926000055,00;926001,00;"Etowah";;;;;;"US"
926000056,00;926001,00;"Fayette";;;;;;"US"
926000057,00;926001,00;"Franklin";;;;;;"US"
926000058,00;926001,00;"Geneva";;;;;;"US"
926000059,00;926001,00;"Greene";;;;;;"US"
926000060,00;926001,00;"Hale";;;;;;"US"
926000061,00;926001,00;"Henry";;;;;;"US"
926000062,00;926001,00;"Holmes";;;;;;"US"
926000063,00;926001,00;"Houston";;;;;;"US"
926000064,00;926001,00;"Itawamba";;;;;;"US"
926000065,00;926001,00;"Jackson";;;;;;"US"
926000066,00;926001,00;"Jefferson";;;;;;"US"
926000067,00;926001,00;"Lamar";;;;;;"US"
926000068,00;926001,00;"Lauderdale";;;;;;"US"
926000069,00;926001,00;"Lawrence";;;;;;"US"
926000070,00;926001,00;"Lee";;;;;;"US"
926000071,00;926001,00;"Limestone";;;;;;"US"
926000072,00;926001,00;"Lowndes";;;;;;"US"
926000073,00;926001,00;"Macon";;;;;;"US"
926000074,00;926001,00;"Madison";;;;;;"US"
926000075,00;926001,00;"Marengo";;;;;;"US"
926000076,00;926001,00;"Marion";;;;;;"US"
926000077,00;926001,00;"Marshall";;;;;;"US"
926000078,00;926001,00;"Mobile";;;;;;"US"
926000079,00;926001,00;"Monroe";;;;;;"US"
926000080,00;926001,00;"Montgomery";;;;;;"US"
926000081,00;926001,00;"Morgan";;;;;;"US"
926000082,00;926001,00;"Perry";;;;;;"US"
926000083,00;926001,00;"Pickens";;;;;;"US"
926000084,00;926001,00;"Pike";;;;;;"US"
926000085,00;926001,00;"Randolph";;;;;;"US"
926000086,00;926001,00;"Russell";;;;;;"US"
926000087,00;926001,00;"Shelby";;;;;;"US"
926000088,00;926001,00;"St. Clair";;;;;;"US"
926000089,00;926001,00;"Sumter";;;;;;"US"
926000090,00;926001,00;"Talladega";;;;;;"US"
926000091,00;926001,00;"Tallapoosa";;;;;;"US"
926000092,00;926001,00;"Tuscaloosa";;;;;;"US"
926000093,00;926001,00;"Walker";;;;;;"US"
926000094,00;926001,00;"Washington";;;;;;"US"
926000095,00;926001,00;"Wilcox";;;;;;"US"
926000096,00;926001,00;"Winston";;;;;;"US"
926000097,00;926001,00;"Arkansas";;;;;;"US"
926000098,00;926001,00;"Ashley";;;;;;"US"
926000099,00;926001,00;"Barry";;;;;;"US"
926000100,00;926001,00;"Baxter";;;;;;"US"
926000101,00;926001,00;"Benton";;;;;;"US"
926000102,00;926001,00;"Boone";;;;;;"US"
926000103,00;926001,00;"Bradley";;;;;;"US"
926000104,00;926001,00;"Calhoun";;;;;;"US"
926000105,00;926001,00;"Carroll";;;;;;"US"
926000106,00;926001,00;"Chicot";;;;;;"US"
926000107,00;926001,00;"Clark";;;;;;"US"
926000108,00;926001,00;"Clay";;;;;;"US"
926000109,00;926001,00;"Cleburne";;;;;;"US"
926000110,00;926001,00;"Cleveland";;;;;;"US"
926000111,00;926001,00;"Columbia";;;;;;"US"
926000112,00;926001,00;"Conway";;;;;;"US"
926000113,00;926001,00;"Craighead";;;;;;"US"
926000114,00;926001,00;"Crawford";;;;;;"US"
926000115,00;926001,00;"Crittenden";;;;;;"US"
926000116,00;926001,00;"Cross";;;;;;"US"
926000117,00;926001,00;"Dallas";;;;;;"US"
926000118,00;926001,00;"Delaware";;;;;;"US"
926000119,00;926001,00;"Desha";;;;;;"US"
926000120,00;926001,00;"Drew";;;;;;"US"
926000121,00;926001,00;"Faulkner";;;;;;"US"
926000122,00;926001,00;"Franklin";;;;;;"US"
926000123,00;926001,00;"Fulton";;;;;;"US"
926000124,00;926001,00;"Garland";;;;;;"US"
926000125,00;926001,00;"Grant";;;;;;"US"
926000126,00;926001,00;"Greene";;;;;;"US"
926000127,00;926001,00;"Hempstead";;;;;;"US"
926000128,00;926001,00;"Hot Spring";;;;;;"US"
926000129,00;926001,00;"Howard";;;;;;"US"
926000130,00;926001,00;"Independence";;;;;;"US"
926000131,00;926001,00;"Izard";;;;;;"US"
926000132,00;926001,00;"Jackson";;;;;;"US"
926000133,00;926001,00;"Jefferson";;;;;;"US"
926000134,00;926001,00;"Johnson";;;;;;"US"
926000135,00;926001,00;"Lafayette";;;;;;"US"
926000136,00;926001,00;"Lawrence";;;;;;"US"
926000137,00;926001,00;"Le Flore";;;;;;"US"
926000138,00;926001,00;"Lee";;;;;;"US"
926000139,00;926001,00;"Lincoln";;;;;;"US"
926000140,00;926001,00;"Little River";;;;;;"US"
926000141,00;926001,00;"Logan";;;;;;"US"
926000142,00;926001,00;"Lonoke";;;;;;"US"
926000143,00;926001,00;"Madison";;;;;;"US"
926000144,00;926001,00;"Marion";;;;;;"US"
926000145,00;926001,00;"McDonald";;;;;;"US"
926000146,00;926001,00;"Miller";;;;;;"US"
926000147,00;926001,00;"Mississippi";;;;;;"US"
926000148,00;926001,00;"Monroe";;;;;;"US"
926000149,00;926001,00;"Montgomery";;;;;;"US"
926000150,00;926001,00;"Nevada";;;;;;"US"
926000151,00;926001,00;"Newton";;;;;;"US"
926000152,00;926001,00;"Ouachita";;;;;;"US"
